CD_CLIENTE,CIDADE,DS_SEGMENTO,DS_SUBSEGMENTO,UF,VL_TOTAL_CONTRATO,DT_ASSINATURA_CONTRATO,MRR_12M,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,NPS_MEDIO
99958,JOINVILLE,SERVICOS,PROVEDOR SERVICOS,SC,"1633817,36581438",2016-04-07,,,,
T00053,RIODEJANEIRO,MANUFATURA,BENS DURAVEIS,RJ,"341,155636978792",2015-02-27,448.951788,1.0,4317.9500568851,9.0
99069,SAOPAULO,VAREJO,VAREJO,SP,"0,00420385736791976",2023-01-11,,,,
T00336,SAOPAULO,MANUFATURA,BENS DURAVEIS,SP,"87,0324590880428",2014-07-17,2501.36139,3.0,546.190372384343,8.75
T00018,SAOPAULO,SERVICOS,VIAGENS,SP,"0,420385736791976",2002-01-01,,,,
99999,SAOPAULO,TOTVS,TOTVS,SP,"0,00840771473583952",2007-05-03,,,,
T00145,SANTOANDRE,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"1383,0690740456",2015-05-29,222.549913,1.0,24.3403341602554,9.4
T00082,CAJAMAR,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,SP,"62,9569679419663",2023-12-27,772.966671,4.0,11436.1693798315,10.0
T00673,SAOBERNARDODOCAMPO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"0,0336308589433581",2010-07-16,399.78675,1.0,6782.37315782334,8.5
CARAMU,ITUMBIARA,MANUFATURA,BENS DE CONSUMO,GO,"82940,8447118465",2022-06-17,2070.736708,,,
T00245,BARUERI,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"154,281565402655",2000-11-28,,,,7.0
T00151,SAOPAULO,EDUCACIONAL,EDUCACAO CONTINUADA,SP,"413,050005684956",2017-12-29,175.290512,,,
T00255,NOVAODESSA,MANUFATURA,BENS DE CONSUMO,SP,"0,0630578605187964",2013-01-28,688.874163,,,7.5
T01085,CAMPINAS,MANUFATURA,BENS DE CAPITAL,SP,"0,0336308589433581",2012-05-31,186.573018,1.0,171.517380611126,8.0
T00361,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"222,682528636078",2021-10-14,41.8169,,,
T00538,CACHOEIRODEITAPEMIRIM,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,ES,"15416,7935138",2015-07-10,1186.829461,,,9.333333333333334
T00292,FLORIANOPOLIS,SERVICOS,PROVEDOR SERVICOS,SC,"19,2746860319121",2012-12-20,181.294905,,,9.5
T00686,VINHEDO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"12795,6590179005",2009-11-24,2981.30592,3.0,0.260639156811025,8.0
T00546,MOGIDASCRUZES,MANUFATURA,BENS DE CAPITAL,SP,"114,626578851068",1994-07-08,147.877167,,,
T00631,RIOGRANDEDASERRA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"77,4182372876103",2000-06-01,307.979817,,,9.6
T00390,SOROCABA,MANUFATURA,BENS DURAVEIS,SP,"68,4303902349978",1994-03-01,2950.072429,,,8.75
T01104,MURIAE,LOGISTICA,TRANSPORTADOR,MG,"318,30346832678",2013-05-29,189.4974,1.0,3369.18148751929,9.5
T00931,DIADEMA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"380,68871166671",2013-09-11,306.840149,,,7.0
T00737,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"136,293259725327",1994-03-01,,,,9.0
T00788,JAGUARIUNA,SERVICOS,PROVEDOR SERVICOS,SP,"1900,52187746284",2022-07-29,671.421159,,,
T01127,DIADEMA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"13,5952747278525",2025-01-31,302.746529,1.0,4171.19339617102,8.5
T00953,SAOPAULO,VAREJO,VAREJO,SP,"882,81004726315",2010-11-30,,,,7.5
T01134,SAOVICENTE,MANUFATURA,QUIMICA & RECICLAGEM,SP,"1033,56878019149",2019-06-12,699.806588,1.0,476.137293205328,10.0
T01008,SAOPAULO,VAREJO,DROGARIA,SP,"19,4050056103176",2012-10-22,3024.915438,,,
T00971,PORTOALEGRE,MANUFATURA,BENS DURAVEIS,RS,"160,822767467138",2022-06-28,449.457622,1.0,33.1432114886794,9.666666666666666
T00831,BELOHORIZONTE,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,MG,"938,574215248605",1994-12-21,,,,
T01384,UBERLANDIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,MG,"6690,91824078424",2004-11-30,2994.304206,2.0,2134.9752067291,9.0
T01254,CONTAGEM,MANUFATURA,BENS DE CAPITAL,MG,"75,5727439030935",2010-10-22,438.545686,1.0,0.0420385736791976,8.5
T01060,CURITIBA,MANUFATURA,METAL-MECANICO & PLASTICO,PR,"425,657373931347",2010-06-28,260.956643,,,8.0
T01259,SAOPAULO,VAREJO,SUPERMERCADO,SP,"218,545932986045",2013-12-01,636.044604,3.0,12070.2077596333,8.0
T01436,JUNDIAI,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"19266,8878764946",2018-01-31,22.160555,1.0,38667.7484834474,9.666666666666666
T01173,VIANA,MANUFATURA,BENS DE CONSUMO,ES,"8,13446400692474",2012-10-25,621.733492,,,6.0
T01352,BARUERI,SERVICOS,PROVEDOR SERVICOS,SP,"3829,07927971235",2010-11-30,,,,
T01502,PINDORAMA,MANUFATURA,BENS DE CAPITAL,SP,"2381,48519892654",2024-04-11,875.923,8.0,90580.0396706845,8.8
T01205,CUSTODIA,MANUFATURA,BENS DE CONSUMO,PE,"423,664745538953",2012-12-12,746.432901,,,7.666666666666667
T01351,PORECATU,AGROINDUSTRIA,SUCROENERGETICO,PR,"1762,18974691408",2022-06-30,613.506632,2.0,6144.00900878998,9.0
T01356,JAU,AGROINDUSTRIA,SUCROENERGETICO,SP,"856,15338769317",2011-12-05,699.314675,,,10.0
T01346,SANTOANDRE,SAUDE,HOSPITAIS,SP,"488,261217854408",2015-09-02,470.222816,,,8.75
T01526,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"138,016841246174",2013-08-05,188.544604,,,8.8
T01440,ARACAJU,HOSPITALITY,HOSPEDAGEM,SE,"64,9495963343603",1996-06-19,273.288823,1.0,117.926606884885,3.75
T01637,RIODEJANEIRO,JURIDICO,ESCRITORIO DE ADVOCACIA,RJ,"1235,60196143634",2012-03-15,,,,
T01487,SAOPAULO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"65,0546927685583",2012-07-19,852.942941,2.0,0.0084077147358395,9.0
T01690,PORTOALEGRE,CONSTRUCAO E PROJETOS,CONSTRUTORAS,RS,"1,55542722613031",2024-07-23,1137.111606,2.0,562.05993394824,6.0
T01667,COLOMBO,MANUFATURA,METAL-MECANICO & PLASTICO,PR,"2677,58389263597",2010-03-23,495.937339,3.0,3352.04236103028,8.0
T01702,MORUNGABA,MANUFATURA,BENS DE CONSUMO,SP,"458,972943572111",2015-09-02,1839.326325,,,9.75
T01726,SAOJOSEDOSCAMPOS,SERVICOS,PROVEDOR SERVICOS,SP,"163,782283054154",2014-03-24,366.438964,,,6.5
T01759,BARUERI,MANUFATURA,BENS DURAVEIS,SP,"317,71913215264",2010-04-16,917.30645,,,8.5
T01670,CAMPINAS,MANUFATURA,BENS DE CAPITAL,SP,"220,895889254712",2021-12-10,207.503636,2.0,2934.85996355266,8.0
T01531,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"1008,09340454189",2012-11-27,,,,
T01567,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"151,696193121385",2015-09-02,426.619264,,,8.5
T01872,NOVALIMA,MANUFATURA,BENS DE CAPITAL,MG,"4951,80346696268",2016-01-26,287.070309,2.0,0.0084077147358395,7.0
T01743,BAURU,MANUFATURA,PAPEL & CELULOSE,SP,"2774,54586282704",2010-04-30,106.835654,,,8.857142857142858
T01877,SAOROQUE,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"60,9012816890536",2012-11-07,506.993255,,,7.5
T01695,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1356,06349431408",2005-02-28,49.103317,,,9.666666666666666
T01773,SAOPAULO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"189,921868167879",1996-09-09,,,,
T02069,BELOHORIZONTE,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,MG,"330,04484195538",2012-03-30,397.225325,,,8.0
T01724,RECIFE,MANUFATURA,BENS DE CAPITAL,PE,"557,566010421934",2015-03-25,339.01745,,,8.75
T01846,TABOAODASERRA,MANUFATURA,BENS DE CAPITAL,SP,"127,465159252695",2011-02-28,749.130844,,,9.6
T01777,DIADEMA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"70,7761426462971",2007-06-13,340.306701,1.0,2764.62896329612,10.0
T02072,ITATIBA,MANUFATURA,BENS DE CAPITAL,SP,"73,6557849433221",1999-03-12,1932.377332,,,8.0
T02076,INDAIAL,MANUFATURA,BENS DE CAPITAL,SC,"942,752849472318",2021-04-15,656.081455,1.0,0.0042038573679197,8.6
T01744,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"1,01733348303658",2024-12-16,,,,
T01901,JOINVILLE,MANUFATURA,BENS DURAVEIS,SC,"0,0336308589433581",2016-02-16,885.21165,2.0,0.016815429471679,9.0
T02235,SAOPAULO,SERVICOS,UTILITIES,SP,"821,013343954729",1996-07-04,,,,
T02250,SAOPAULO,MANUFATURA,BENS DE CONSUMO,SP,"2914,06348115356",2021-03-30,768.28733,6.0,73511.3740350193,9.0
T02084,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"87,6420184063911",1996-04-10,569.094057,,,8.5
T02145,NOVAFRIBURGO,MANUFATURA,BENS DE CAPITAL,RJ,"443,321982591346",2023-08-08,1635.235246,3.0,6796.28372185378,8.5
T02029,SAOBERNARDODOCAMPO,HOSPITALITY,HOSPEDAGEM,SP,"0,0462424310471174",2009-09-10,638.658068,,,7.0
T02282,PETROLINA,SERVICOS,PROVEDOR SERVICOS,PE,"103,20469838243",2013-06-13,127.522171,,,9.857142857142858
T01899,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"0,227008297867667",2010-11-22,628.717296,,,8.0
T02382,LEME,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"96,2851491548342",2024-09-09,1179.374031,5.0,27458.2090543205,8.8
T02266,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"194,676430850996",2016-01-14,415.066262,2.0,0.0084077147358395,
T02424,SALVADOR,LOGISTICA,OPERADOR LOGISTICO,BA,"617,920790653158",2020-10-28,317.682081,,,9.75
T02421,TERESINA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,PI,"96,6887194621545",1996-10-20,,,,
T02312,MOCOCA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1135,04148933834",1996-08-13,540.210049,,,8.0
T02434,LOUVEIRA,MANUFATURA,PAPEL & CELULOSE,SP,"3,97264521268417",2014-09-23,1060.076484,1.0,13074.7194776977,8.0
T02202,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"172,496879377851",2013-05-13,121.749774,,,
T02542,SAOPAULO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"38,0617246091455",2022-09-14,540.732916,3.0,49.7232249477549,8.0
T02413,DOURADO,MANUFATURA,BENS DE CONSUMO,SP,"4628,86734781645",2011-12-19,117.362319,,,7.5
T02500,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"9679,76414065573",2010-02-04,207.838492,,,8.0
T02571,SAOPAULO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"5380,93743093729",2011-08-31,604.094303,,,9.0
T02519,SAOPAULO,VAREJO,VAREJO,SP,"824,805223300593",1997-11-21,161.341782,,,
T02345,ARACARIGUAMA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"572,985759247463",1998-06-24,108.7107,,,8.666666666666666
T02262,SAOPAULO,SAUDE,HOSPITAIS,SP,"4729,33953890973",2010-10-13,,,,
T02523,SOROCABA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"76,2747880835361",1993-02-11,731.220243,2.0,0.0084077147358395,7.0
T02655,RIBEIRAOPRETO,MANUFATURA,BENS DE CONSUMO,SP,"2731,66651767426",2016-12-29,288.263849,,,6.5
T02610,CURITIBA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,PR,"19421,8210397893",2010-06-14,762.228306,,,8.75
T02684,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"1511,03449232508",2015-11-11,10496.311686,7.0,95449.9730154069,
T02436,SAOPAULO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"71,35627496307",1999-12-01,,,,
T02724,ITAPEVI,SERVICOS,PROVEDOR SERVICOS,SP,"54,1624983282782",1997-03-31,651.457246,,,8.571428571428571
T02727,ARACARIGUAMA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"2017,85153660148",2015-09-21,358.468433,,,
T02776,BARUERI,SERVICOS,PROVEDOR SERVICOS,SP,"3810,07364055198",2017-06-30,2730.543276,2.0,4043.73664463306,9.714285714285714
T02810,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"3618,68042230533",2014-04-02,950.10684,1.0,14906.7521109224,9.5
T02553,MANAUS,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,AM,"66,1224725400099",2016-06-30,2319.282222,2.0,5841.4700055929,9.333333333333334
T02817,BEZERROS,SERVICOS,PROVEDOR SERVICOS,PE,"4232,42257873478",2021-06-30,890.027855,2.0,4207.2204538141,7.0
T02725,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"1,30319578405513",2014-03-06,407.17948,,,7.75
T02860,COLATINA,MANUFATURA,BENS DE CONSUMO,ES,"2729,90930529447",2017-12-19,572.999222,3.0,19004.3443722959,4.333333333333333
T02963,ALEGRETE,AGROINDUSTRIA,ORIGINACAO E BENEFICIAMENTO,RS,"139,399910320219",2023-12-28,1374.245237,9.0,93696.1699639418,9.4
T03000,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"321,662350363748",2013-01-18,212.161352,1.0,41.3743642150663,8.0
T02894,MAGE,MANUFATURA,BENS DURAVEIS,RJ,"1034,98968398184",2005-06-09,,,,9.5
T02904,RIODEJANEIRO,MANUFATURA,BENS DURAVEIS,RJ,"71,9742419961542",2000-08-11,1006.300741,1.0,5015.21865535775,
T03061,RIODEJANEIRO,VAREJO,CONCESSIONARIA DE VEICULOS,RJ,"102,49845034462",2023-12-05,2908.078305,,,8.0
T03062,JOINVILLE,MANUFATURA,BENS DE CAPITAL,SC,"413,020578683381",1997-08-20,6048.065861,7.0,139347.610130705,8.666666666666666
T02895,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"43,6990973395259",2022-07-25,,,,
T02984,CAXIASDOSUL,SERVICOS,PROVEDOR SERVICOS,RS,"1,30319578405513",2010-02-11,54.392028,1.0,0.0,8.0
T03013,TRESCORACOES,MANUFATURA,BENS DE CAPITAL,MG,"247,628218257313",2010-08-31,1923.067029,2.0,16802.6497452806,7.333333333333333
T03085,SAOPAULO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SP,"1851,79917056865",2008-05-15,996.386982,,,10.0
T02855,PORTOFERREIRA,MANUFATURA,BENS DURAVEIS,SP,"18,2657602636114",2021-09-20,1468.797205,,,6.0
T03108,CANOAS,MANUFATURA,BENS DE CAPITAL,RS,"3191,67361015888",2013-06-28,819.116416,1.0,7505.82758384075,8.0
T03067,SAOPAULO,MANUFATURA,TEXTIL & VESTUARIO,SP,"2091,40222511061",2023-02-27,3926.240395,4.0,7483.63962465287,8.5
T03120,SAOPAULO,EDUCACIONAL,SUPERIOR,SP,"1,87912424346013",2024-01-30,4632.679396,5.0,127205.125451345,7.0
T03360,SAOPAULO,MANUFATURA,BENS DURAVEIS,SP,"1296,45700069435",2009-02-18,485.24525,,,8.666666666666666
T03193,SAOPAULO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"251,600863469998",2025-01-22,860.23049,1.0,8244.35704237953,6.0
T03367,CURITIBA,SERVICOS,PROVEDOR SERVICOS,PR,"710,556991612637",2015-11-19,1327.811645,,,8.5
T03201,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"72,1676194350785",2006-01-17,192.353314,,,
T03133,SAOPAULO,MANUFATURA,PAPEL & CELULOSE,SP,"3322,32949715383",2020-12-29,1906.855303,2.0,32120.2364290551,
T03268,CHAPADADOSGUIMARAES,MANUFATURA,BENS DE CONSUMO,MT,"18,076586682055",2017-01-03,1191.057421,,,8.571428571428571
T03459,PONTAGROSSA,SERVICOS,VIAGENS,PR,"137,6595133699",2023-11-17,2212.520134,4.0,1033.37960660993,8.0
T03491,RIODEJANEIRO,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,RJ,"12697,9361495258",2023-04-28,4333.035165,1.0,6332.95978590587,
T03211,RECIFE,EDUCACIONAL,EDUCACAO CONTINUADA,PE,"22,2846479073426",2012-08-24,498.283213,1.0,15136.5223430808,9.166666666666666
T03306,SAOPAULO,MANUFATURA,BENS DE CONSUMO,SP,"1110,70535903545",2013-07-23,750.230549,3.0,51209.465089324,6.0
T03439,PORTOALEGRE,MANUFATURA,BENS DE CAPITAL,RS,"876,466426494959",2023-03-10,458.983156,1.0,0.588540031508766,8.0
T03231,MAIRIPORA,VAREJO,MATERIAL DE CONSTRUCAO,SP,"2118,74411343156",2008-10-14,296.840043,2.0,0.0084077147358395,9.0
T03213,MORRODAFUMACA,MANUFATURA,TEXTIL & VESTUARIO,SC,"55,4867133991729",2013-09-25,99.721501,,,5.333333333333333
T03456,GOIANIA,MANUFATURA,METAL-MECANICO & PLASTICO,GO,"77,3173447107802",2008-09-23,819.435579,1.0,559.104622218592,9.2
T03116,BETIM,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,MG,"3363,08589433581",2002-03-18,1245.534781,,,8.142857142857142
T03510,FLORIANOPOLIS,SERVICOS,PROVEDOR SERVICOS,SC,"5549,09172565408",2010-06-30,455.093402,1.0,97.2646479215595,7.333333333333333
T03314,SAOPAULO,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"22070,2511815787",2011-11-30,1784.897681,4.0,125737.689163783,8.0
T03585,FLORESDACUNHA,MANUFATURA,BENS DE CONSUMO,RS,"49,4163433598968",2013-11-29,199.977403,2.0,7147.56645123189,8.0
T03356,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"332,945503539245",2005-12-16,1292.152951,,,10.0
T03485,MANAUS,LOGISTICA,TRANSPORTADOR,AM,"22,578917923097",2011-08-31,283.151781,,,8.25
T03309,BARUERI,MANUFATURA,BENS DE CONSUMO,SP,"411,309608734637",2023-10-27,730.343261,,,8.2
T03063,JARINU,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"0,273250728914784",2015-09-02,,,,10.0
T03524,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"105,079618768522",2014-08-28,261.81542,,,9.2
T03372,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"1765,6200945263",2014-08-11,332.709919,2.0,4477.14593155086,10.0
T03558,SAOBENTODOSUL,MANUFATURA,TEXTIL & VESTUARIO,SC,"29006,6158386463",2013-11-21,3171.201064,,,7.833333333333333
T03607,SAOJOSEDOSPINHAIS,MANUFATURA,BENS DE CAPITAL,PR,"93,5358264362147",2013-01-30,1448.172833,1.0,1291.00880154553,7.0
T03378,BETIM,MANUFATURA,BENS DE CAPITAL,MG,"277,172927839054",2007-01-24,2035.830738,2.0,1302.7796021757,5.333333333333333
T03644,SAOPAULO,SERVICOS,MIDIA,SP,"487,222865084532",2015-09-15,24.330291,,,10.0
T03415,ITAJAI,EDUCACIONAL,SUPERIOR,SC,"7622,93864239626",2000-08-24,3937.070554,,,8.0
T03455,MOJIMIRIM,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"2,58537228127065",2021-02-26,207.223473,1.0,34.1395256848764,9.2
T03718,MATIASBARBOSA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MG,"478,600753622929",2024-06-18,554.396382,2.0,1821.89713311064,7.0
T03450,SAOPAULO,EDUCACIONAL,BASICO,SP,"340,512446801501",2014-09-18,307.827296,,,9.0
T03799,COTIA,SERVICOS,PROVEDOR SERVICOS,SP,"5119,41966793637",2020-11-23,1262.63032,,,7.5
T03436,DIADEMA,LOGISTICA,ATACADISTA E DISTRIBUIDOR,SP,"1088,95460101383",2012-11-28,585.573599,,,10.0
T03752,SAOPAULO,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"1439,36292805941",2015-03-19,2370.575785,1.0,221.341498135711,9.0
T03154,ITAPIRA,MANUFATURA,BENS DE CAPITAL,SP,"4659,91283447853",2024-01-21,1738.233807,2.0,0.0084077147358395,8.666666666666666
T03967,JOINVILLE,MANUFATURA,METAL-MECANICO & PLASTICO,SC,"17162,2477045324",2021-05-31,789.44992,,,8.0
T03960,SAOCAETANODOSUL,MANUFATURA,BENS DE CONSUMO,SP,"64,4661527370495",2008-05-13,505.977473,,,4.666666666666667
T03638,SAOBERNARDODOCAMPO,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1579,11175854117",2018-03-28,677.430895,,,10.0
T04028,POMPEIA,MANUFATURA,BENS DE CONSUMO,SP,"116,741119107132",2022-03-31,557.343169,,,8.5
T03650,BELEM,VAREJO,CONCESSIONARIA DE VEICULOS,PA,"221,858572591965",2015-09-02,443.675753,,,8.5
T03198,SUZANO,MANUFATURA,QUIMICA & RECICLAGEM,SP,"147,462908751889",2015-03-31,885.552622,,,7.5
T04083,MANAUS,LOGISTICA,ATACADISTA E DISTRIBUIDOR,AM,"229,719785869975",2015-03-31,158.177113,1.0,6300.33785273082,8.833333333333334
T03673,VIANA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,ES,"0,121911863669673",2012-09-26,918.481878,,,6.666666666666667
T03386,PORTOALEGRE,MANUFATURA,BENS DURAVEIS,RS,"6129,17359613859",2012-03-29,1250.800341,1.0,39.0664465200783,7.6
T04205,CATAGUASES,MANUFATURA,BENS DE CAPITAL,MG,"33,5215586517922",2016-01-26,649.317119,1.0,0.0126115721037593,9.0
T03969,MARILIA,MANUFATURA,BENS DE CONSUMO,SP,"366,782351493631",2017-08-08,1624.130745,1.0,0.0084077147358395,9.2
T03655,FORTALEZA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,CE,"218,27268225713",2022-06-09,103.584464,,,9.428571428571429
T03315,PORTOALEGRE,SAUDE,SAUDE,RS,"489,009504465898",2011-09-27,438.185192,,,8.5
T04247,LAGOASANTA,MANUFATURA,QUIMICA & RECICLAGEM,MG,"152,902700185978",2018-09-05,1569.015202,4.0,11154.5277516104,7.0
T04065,NOVAIGUACU,VAREJO,SUPERMERCADO,RJ,"128,14198028893",2013-02-01,1406.41316,4.0,39024.2061612455,9.666666666666666
T03993,RIODEJANEIRO,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,RJ,"136,482433306883",2014-02-14,796.673184,,,8.833333333333334
T03581,DIADEMA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,SP,"62,7509789309383",2004-11-25,244.002065,1.0,598.570435188623,9.666666666666666
T03546,MURIAE,SAUDE,HOSPITAIS,MG,"182,073266461973",2023-11-30,310.360332,1.0,1119.56288650965,
T04281,BARUERI,JURIDICO,JURIDICO,SP,"27325,0728914784",2011-06-29,,,,
T03753,DIADEMA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"218,268478399762",2016-01-21,224.816035,2.0,0.0084077147358395,9.0
T04389,RIODEJANEIRO,MANUFATURA,QUIMICA & RECICLAGEM,RJ,"297,132842621937",2010-08-23,962.665874,,,
T04396,MANAUS,MANUFATURA,METAL-MECANICO & PLASTICO,AM,"987,620619160125",2011-09-12,646.531629,1.0,1243.27820499017,9.166666666666666
T04251,BARUERI,MANUFATURA,BENS DE CONSUMO,SP,"77,4182372876103",2001-02-07,1888.844656,5.0,118459.807338003,8.0
T04132,SAOBERNARDODOCAMPO,MANUFATURA,BENS DE CONSUMO,SP,"217,108213766216",2021-11-09,1055.428207,,,9.6
T04036,RIODEJANEIRO,LOGISTICA,TRANSPORTADOR,RJ,"1219,11863669673",2015-04-16,,,,9.0
T04411,SANTABARBARADOESTE,MANUFATURA,BENS DE CAPITAL,SP,"292,622103666159",2023-11-08,1439.537454,3.0,561.446170772523,8.8
T04305,SAOPAULO,MANUFATURA,BENS DE CONSUMO,SP,"1278,28372529283",2016-01-22,901.79031,4.0,39574.8273992956,10.0
T04586,EXTREMA,MANUFATURA,BENS DE CAPITAL,MG,"594,387597107543",2016-02-02,331.19297,1.0,0.0042038573679197,8.5
T04366,PORTOALEGRE,MANUFATURA,QUIMICA & RECICLAGEM,RS,"363,583216036644",2018-12-19,346.236471,,,7.0
T03882,GUARULHOS,SERVICOS,PROVEDOR SERVICOS,SP,"4365,70587658467",2007-12-14,594.020729,,,10.0
T04610,FLORIANOPOLIS,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SC,"571,724602037087",2011-02-23,7.450636,,,6.5
T04398,SERRA,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,ES,"109,430611144319",2021-09-17,651.417913,2.0,25390.4535269044,7.333333333333333
T04367,BELOHORIZONTE,SERVICOS,PROVEDOR SERVICOS,MG,"4582,20453103254",2010-04-01,239.963939,,,
T04736,FLORIANOPOLIS,SERVICOS,MIDIA,SC,"1,99262839239397",2019-12-10,,,,
T04819,JACI,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"1136,95424444074",2024-12-17,1254.596245,5.0,15449.4238546898,8.333333333333334
T04491,SAOPAULO,LOGISTICA,TRANSPORTADOR,SP,"1533,07952036245",2010-09-21,596.596303,,,7.0
T04851,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"1071,04616862649",2023-12-29,722.319722,2.0,1065.94688963921,8.75
T04859,SAOPAULO,EDUCACIONAL,SUPERIOR,SP,"571,724602037087",2014-07-31,534.318501,,,7.0
T04325,MAIRINQUE,MANUFATURA,BENS DE CAPITAL,SP,"413,108859688107",2012-11-13,176.396175,,,8.0
T04467,SERTAOZINHO,AGROINDUSTRIA,AGROINDUSTRIA,SP,"4,06092621741049",2014-08-28,420.736557,1.0,224.221140432736,8.666666666666666
T04870,MANAUS,MANUFATURA,METAL-MECANICO & PLASTICO,AM,"209,520251217121",2016-04-27,999.581198,3.0,398.727463632453,9.4
T05034,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"17488,0466505462",2012-01-18,4266.373829,2.0,29777.0357591782,
T04488,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"92,5941623858006",1999-03-04,47.619355,,,
T04404,LONDRINA,EDUCACIONAL,SUPERIOR,PR,"1496,98099714412",2021-03-05,426.1583,,,8.5
T04697,SANTAISABEL,MANUFATURA,BENS DE CONSUMO,SP,"53,1577764173454",1999-04-15,812.982947,,,7.0
T05045,GUARULHOS,SERVICOS,PROVEDOR SERVICOS,SP,"74,7403801442454",1999-07-16,,,,
T04630,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"57,3952646442085",2012-09-20,64.340569,,,9.0
T05051,JANDIRA,MANUFATURA,QUIMICA & RECICLAGEM,SP,"74,7403801442454",1999-07-13,282.241065,1.0,5808.16704752424,5.0
T05114,RIODEJANEIRO,LOGISTICA,TRANSPORTADOR,RJ,"171,130625733278",2020-09-11,810.781292,1.0,191.077928944057,
