CD_CLIENTE,CIDADE,DS_SEGMENTO,DS_SUBSEGMENTO,UF,VL_TOTAL_CONTRATO,DT_ASSINATURA_CONTRATO,MRR_12M,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,NPS_MEDIO
TFCM87,OUROPRETO,LOGISTICA,TRANSPORTADOR,MG,"450,182677815791",2019-11-25,219.802455,,,9.5
TFCKON,SANTAFEDOSUL,MANUFATURA,BENS DE CONSUMO,SP,"576,643115157553",2019-09-30,1891.634391,2.0,8409.21971677724,8.25
TFC442,GOIANIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,GO,"14428,0630762948",2018-07-30,,,,7.0
TFCPUN,CAMPINAS,SERVICOS,PROVEDOR SERVICOS,SP,"257,322313347736",2021-03-30,243.863624,,,
TFCWLI,PORTOALEGRE,EDUCACIONAL,SUPERIOR,RS,"974,744204042187",2022-07-18,703.029246,4.0,9783.42285563389,5.0
TFCMCE,VITORIADESANTOANTAO,EDUCACIONAL,BASICO,PE,"812,68550250888",2020-04-29,334.637717,,,
TFCNTF,PORTOALEGRE,HOSPITALITY,HOSPEDAGEM,RS,"200,889732040782",2018-07-31,196.458172,,,9.0
TFCWME,SAOBERNARDODOCAMPO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"396,562477087975",2021-07-29,356.121369,,,
TFCWEJ,RECIFE,HOSPITALITY,HOSPEDAGEM,PE,"146,676787424088",2020-01-30,118.869827,,,9.0
TFCGWU,SAOPAULO,VAREJO,DROGARIA,SP,"1049,30381831961",2019-05-15,683.749693,,,8.25
TFCNXO,PATOSDEMINAS,HOSPITALITY,HOSPEDAGEM,MG,"28,447502808713",2020-02-07,42.142376,,,6.0
TFCHHG,SALVADOR,VAREJO,MODA,BA,"183,965002277537",2019-05-31,179.884714,,,
TFCWMN,GOIANIA,SERVICOS,PROVEDOR SERVICOS,GO,"385,161615906176",2021-05-31,71.059903,1.0,42539.7029044552,9.0
TFCWFQ,RIOGRANDE,MANUFATURA,QUIMICA & RECICLAGEM,RS,"4463,63473397036",2023-09-13,1852.229629,4.0,5004.80570065741,10.0
TFCLFN,BRASILIA,VAREJO,CONCESSIONARIA DE VEICULOS,DF,"1543,39999020069",2019-10-28,,,,
TFCWHP,BELOHORIZONTE,VAREJO,MATERIAL DE CONSTRUCAO,MG,"4356,88197996941",2021-05-25,396.997996,,,6.0
TDCGL4,SAOPAULO,VAREJO,MATERIAL DE CONSTRUCAO,SP,"56,529270026417",2018-08-21,,,,
TFCDW5,DIADEMA,LOGISTICA,TRANSPORTADOR,SP,"1198,28431958132",2022-08-29,2891.764192,1.0,77106.4329827743,9.0
TFCLGO,JOAOPESSOA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,PB,"68,4093709481582",2019-11-11,71.524429,,,10.0
TFCWNZ,ITACARE,HOSPITALITY,HOSPEDAGEM,BA,"7,91586342379291",2021-06-02,,,,
TFCMRT,JOAOPESSOA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PB,"672,617178867162",2021-07-29,82.614204,,,9.0
TFBW68,MANAUS,VAREJO,DROGARIA,AM,"437,201166263655",2018-03-28,732.539608,,,
TDCGUZ,ITABORAI,SERVICOS,PROVEDOR SERVICOS,RJ,"34,4926497037816",2021-05-27,,,,
TFBJZF,ITAJAI,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SC,"157,58579729384",2017-05-22,137.882317,,,8.0
TFCO67,VALINHOS,HOSPITALITY,HOSPEDAGEM,SP,"222,249531327182",2020-02-13,193.426545,1.0,43.9597364963369,8.666666666666666
TFCWM1,FORTALEZA,VAREJO,MATERIAL DE CONSTRUCAO,CE,"218,37357483396",2021-05-31,97.885261,,,8.0
TFCLHU,BRASILIA,SERVICOS,PROVEDOR SERVICOS,DF,"2,56014913706313",2023-11-29,,,,10.0
TFCWND,RIBEIRAOPRETO,SERVICOS,PROVEDOR SERVICOS,SP,"3422,75544581606",2023-06-29,1640.390994,,,8.5
TDCGQ4,CURITIBA,MANUFATURA,BENS DE CAPITAL,PR,"22,8395570799081",2021-09-27,,,,
TFBKES,JAPERI,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,RJ,"630,578605187964",2017-06-26,268.09017,,,7.0
TFCQGU,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"590,599921619047",2020-10-30,2332.431928,2.0,9062.86068348561,7.5
TFCWOD,RECIFE,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,PE,"912,913869874823",2024-10-30,1286.424531,6.0,55491.5184081444,
TFCWN1,SAOPAULO,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"7009,85228771621",2019-12-09,652.334224,1.0,100.892576830074,
TFCLPP,FEIRADESANTANA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,BA,"49,7400403772266",2019-11-04,94.007881,,,
TFCOFJ,ARACAJU,SAUDE,SAUDE,SE,"766,5691871828",2021-01-27,331.75306,2.0,387.57883389273,10.0
TFCWWB,SALVADOR,SERVICOS,VIAGENS,BA,"18,6188842825166",2021-06-18,,,,
TDCGS9,SAOPAULO,MANUFATURA,BENS DE CAPITAL,SP,"4,26271137107064",2020-08-14,,,,
TFCMDN,BRASILIA,HOSPITALITY,HOSPEDAGEM,DF,"132,337429942114",2019-12-05,135.673419,,,8.0
TFCOH0,SOROCABA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"0,231212155235587",2025-03-20,1180.419432,1.0,2998.54840267665,9.0
TFBXD1,SAOPAULO,HOSPITALITY,HOSPEDAGEM,SP,"112,856754899174",2020-11-19,22.686116,,,9.333333333333334
TFCWNQ,PINHAIS,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PR,"172,526306379427",2021-07-15,,,,
TFCAWJ,RIODEJANEIRO,SERVICOS,VIAGENS,RJ,"84,0687396436594",2018-11-28,,,,
TFCWUB,BALNEARIOCAMBORIU,VAREJO,SUPERMERCADO,SC,"15,8821731360009",2021-06-16,24.915269,,,
TFCWZO,CARUARU,VAREJO,MODA,PE,"50,4967347034522",2021-10-13,113.32211,1.0,2451.43738552873,
TFCMHF,JUIZDEFORA,SERVICOS,PROVEDOR SERVICOS,MG,"118,397438910092",2023-10-31,458.630854,2.0,2056.32103537532,4.333333333333333
TFCWZP,MANAUS,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,AM,"357,088256403208",2025-02-12,286.032112,3.0,6138.15303547647,9.5
TDCH58,TABOAODASERRA,MANUFATURA,BENS DE CAPITAL,SP,"93,6535344425164",2017-11-07,,,,
TFBT97,SAORAIMUNDODASMANGABEIRAS,VAREJO,DROGARIA,MA,"46,5535164923434",2018-01-30,,,,
TFBZBB,TERESINA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,PI,"1128,73149942909",2018-05-30,490.484035,,,8.0
TFCX53,PARAGUAY,HOSPITALITY,HOSPEDAGEM,EX,"3814,81138780563",2021-06-13,,,,
TFCFE7,IMPERATRIZ,AGROINDUSTRIA,"PRODUCAO DE ANIMAIS, AVES E PEIXES",MA,"2521,89403501506",2019-02-28,217.731677,,,9.0
TFBTAN,RIOGRANDE,CONSTRUCAO E PROJETOS,INCORPORADORAS,RS,"302,766011494949",2020-07-28,511.682119,,,7.75
TFCX12,SAOBERNARDODOCAMPO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"0,121911863669673",2024-04-24,302.611106,1.0,1292.46333619483,8.0
TFCXA8,TERESINA,EDUCACIONAL,BASICO,PI,"1098,38385309008",2021-06-25,478.235699,1.0,819.27294700441,9.5
TFCMWP,ITANHAEM,VAREJO,SUPERMERCADO,SP,"65,4582630758786",2020-01-13,32.772139,,,
TFBTBH,RIACHAO,VAREJO,DROGARIA,MA,"46,5535164923434",2018-01-31,,,,
TFCPEQ,LIMEIRA,SERVICOS,VIAGENS,SP,"12,6746299642781",2020-04-30,6.549025,,,
TFCI62,PINDAMONHANGABA,MANUFATURA,TEXTIL & VESTUARIO,SP,"602,543080401307",2022-11-17,569.930444,,,7.0
TFCOJY,GOIANIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,GO,"672,617178867162",2020-02-28,110.176299,1.0,629.880764864889,9.0
TFBSZN,PORTOVELHO,VAREJO,SUPERMERCADO,RO,"86,078183465525",2018-01-30,76.358514,,,
TFCXB1,CAMPINAS,EDUCACIONAL,BASICO,SP,"1271,52812650259",2021-06-25,799.988397,,,5.0
TFBTD8,LARANJALDOJARI,VAREJO,DROGARIA,AP,"46,5535164923434",2018-01-31,40.782671,,,
TFCPES,SANTOANDRE,SERVICOS,VIAGENS,SP,"12,6746299642781",2020-04-30,12.689121,,,
TFBNGG,GUARULHOS,VAREJO,VAREJO,SP,"0,483443597310772",2022-01-31,133.717588,,,
TFCXBZ,IBITINGA,MANUFATURA,TEXTIL & VESTUARIO,SP,"8677,39218599157",2021-06-28,559.579981,,,0.0
TFCXBC,FEIRADESANTANA,MANUFATURA,BENS DE CONSUMO,BA,"427,204393442742",2024-02-06,1636.66033,3.0,4800.80931802173,8.0
TFCNV6,SAOPAULO,SERVICOS,VIAGENS,SP,"184,898258613215",2025-01-16,1153.505356,2.0,22964.6722828921,
TFCFVL,LIMEIRA,VAREJO,VAREJO,SP,"131,160349879097",2019-03-29,161.446231,,,
TFBTDG,MACAPA,VAREJO,DROGARIA,AP,"46,5535164923434",2018-01-31,,,,
TFCPEV,PIRACICABA,SERVICOS,VIAGENS,SP,"12,6746299642781",2020-04-30,12.689121,,,
TFCOO2,CATANDUVA,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"308,252045360084",2021-01-08,268.511405,1.0,0.0042038573679197,10.0
TFCXE3,ARAGUAINA,MANUFATURA,BENS DE CAPITAL,TO,"285,887524162751",2021-06-29,224.957692,2.0,4615.85220540537,10.0
TFCIZN,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"820,4668424969",2019-08-07,671.537102,,,9.428571428571429
TFCGBI,JACUTINGA,MANUFATURA,TEXTIL & VESTUARIO,MG,"551,134108649016",2019-05-10,,,,5.0
TFBTEA,SANTANA,VAREJO,DROGARIA,AP,"46,5535164923434",2018-01-31,,,,
TFBXGS,POUSOALEGRE,HOSPITALITY,HOSPEDAGEM,MG,"142,077767463584",2008-06-03,125.223301,,,9.5
TFCPMO,BRASILIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,DF,"97,4328022162763",2020-05-25,84.732949,,,
TFCXED,GUARULHOS,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,SP,"11,3798418949588",2021-08-12,145.154827,,,10.0
TFCJM3,JUIZDEFORA,EDUCACIONAL,BASICO,MG,"945,867907781946",2020-09-04,333.016668,,,8.0
TFCGS4,PATOSDEMINAS,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,MG,"851,281117003751",2015-03-18,106.011849,,,9.666666666666666
TFCGNH,BRASILIA,VAREJO,SUPERMERCADO,DF,"105,214142204296",2019-05-10,92.058008,,,
TFCRID,PORTONACIONAL,VAREJO,MATERIAL DE CONSTRUCAO,TO,"277,034200545912",2022-09-13,142.329171,3.0,2850.41708060326,3.5
TFCXEK,CURITIBA,SERVICOS,MIDIA,PR,"698,197650950953",2021-06-30,2048.040729,,,
TFCXFG,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"2043,93647156943",2021-06-30,625.448811,1.0,497.404607629634,
TFCNAM,BAURU,HOSPITALITY,HOSPEDAGEM,SP,"152,469702877082",2020-01-16,228.501356,1.0,42.4757748454613,10.0
TFCPOU,BEBEDOURO,AGROINDUSTRIA,PRODUCAO DE CULTIVOS,SP,"144,822886324836",2006-03-01,1120.702896,,,
TFCRJ3,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"1058,47243123904",2020-08-31,598.072578,1.0,0.0042038573679197,8.5
TFCXLP,BARUERI,VAREJO,SUPERMERCADO,SP,"4040,82757533446",2021-07-14,2997.36872,2.0,657.571573347377,10.0
TFCXK2,MANAUS,SERVICOS,PROVEDOR SERVICOS,AM,"9269,50549626307",2021-07-08,1010.689586,,,
TFCXHI,RIBEIRAOPRETO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"1271,52812650259",2021-07-02,1177.546367,,,1.6666666666666667
TFCGV0,BRASILIA,VAREJO,SUPERMERCADO,DF,"385,872067801355",2020-10-30,,,,7.0
TFCRLX,DIADEMA,MANUFATURA,BENS DE CAPITAL,SP,"1033,13998673996",2024-11-28,1378.825684,2.0,17426.6745368319,5.666666666666667
TFCXPE,SANTANADEPARNAIBA,SERVICOS,PROVEDOR SERVICOS,SP,"237,240486701184",2024-11-01,1104.34834,5.0,24799.2692691112,
TFCXUX,RECIFE,LOGISTICA,ATACADISTA E DISTRIBUIDOR,PE,"173,930394740312",2022-11-24,223.889643,2.0,1518.68551273469,7.5
TFCXLB,SAOROQUE,SERVICOS,PROVEDOR SERVICOS,SP,"3416,77335678151",2022-06-13,968.92108,,,
TFCRTY,CACAPAVA,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"112,348088157656",2019-12-18,5233.638172,2.0,77390.8155259994,8.0
TFCXW6,GOIANIA,VAREJO,VAREJO,GO,"143,275866813441",2023-03-24,225.368632,,,9.0
TFCBRF,AGUASLINDASDEGOIAS,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,GO,"108,703343819669",2018-11-06,,,,8.5
TFCRUR,ARAPIRACA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,AL,"168,284614295196",2020-09-30,533.30798,,,9.0
TFCXYU,MARABA,VAREJO,VAREJO,PA,"88,3524703015696",2023-06-01,218.065269,1.0,1906.34001606005,3.0
TFCXTF,MANAUS,MANUFATURA,BENS DE CAPITAL,AM,"47,4405303969745",2023-06-09,283.116059,3.0,19941.1613751647,10.0
TFBXVW,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"109,682842586394",2017-03-20,,,,
TFC830,CAMPOALEGRE,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,SC,"162,29411754591",2010-02-17,218.648927,,,
TFCY00,RIOCLARO,HOSPITALITY,HOSPEDAGEM,SP,"84,7497645372624",2021-08-02,164.04112,,,
TFCYEA,PALMARES,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,PE,"291,642604899433",2021-08-18,,,,
TFCPJ3,BOAVISTA,EDUCACIONAL,EDUCACAO CONTINUADA,RR,"0,840771473583952",2025-02-17,,,,
TFCXTI,NITEROI,MANUFATURA,BENS DE CAPITAL,RJ,"1,30739964142305",2023-07-26,,,,9.0
TFCPF7,CAMPOGRANDE,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MS,"227,7902153381",2020-04-30,422.970675,,,3.75
TFCQB8,JOINVILLE,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SC,"1108,22087933101",2022-03-22,942.47917,1.0,6701.57501921192,7.0
TFCRVM,SAOJOSEDOSCAMPOS,MANUFATURA,BENS DE CONSUMO,SP,"4372,93651125749",2023-05-25,1463.813763,,,4.0
TFBQU1,MANAUS,CONSTRUCAO E PROJETOS,INCORPORADORAS,AM,"809,259358754025",2017-11-22,,,,8.5
TFCXXC,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"3189,35728474916",2021-07-29,730.138674,,,
TFCRXC,CABODESANTOAGOSTINHO,VAREJO,SUPERMERCADO,PE,"1019,83898202786",2021-08-26,41.038702,,,8.5
TFCYHL,RIOBRANCO,HOSPITALITY,HOSPEDAGEM,AC,"96,0203061406552",2021-08-25,52.307626,,,6.0
TFCPP9,ITAPEVI,MANUFATURA,BENS DURAVEIS,SP,"178,928781150769",2020-05-29,1185.412108,,,9.0
TFCNTG,RIOGRANDE,HOSPITALITY,HOSPEDAGEM,RS,"175,620345402216",2018-11-07,143.011309,,,9.0
TFCQDZ,BRASILIA,VAREJO,SUPERMERCADO,DF,"454,151119171108",2021-03-18,280.667222,,,9.0
TFCYK6,CAMPINAS,SERVICOS,PROVEDOR SERVICOS,SP,"1155,90943731269",2021-08-30,,,,
TFCYC4,SAOJOSEDORIOPRETO,SERVICOS,PROVEDOR SERVICOS,SP,"321,056994902768",2024-04-19,181.863073,3.0,2585.26718483645,
TFCYHE,ALVORADA,VAREJO,VAREJO,TO,"150,447647483112",2021-08-24,128.793901,,,10.0
TFCOCB,SAOPAULO,SAUDE,OPERADORAS DE PLANOS DE SAUDE,SP,"156,501202092917",2020-02-18,1806.122186,,,8.0
TFCCTS,BRAGANCAPAULISTA,SAUDE,HOSPITAIS,SP,"235,521109037705",2022-04-29,194.599187,,,9.333333333333334
TFBLNS,BRASILIA,CONSTRUCAO E PROJETOS,CONSTRUTORAS,DF,"296,804941747239",2020-01-29,501.566587,,,
TFCYMM,SANTOANDRE,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,SP,"48,4872908815865",2022-03-16,223.767649,2.0,7404.77946428806,8.0
TFCYCX,FLORIANOPOLIS,SERVICOS,PROVEDOR SERVICOS,SC,"97,7817223778136",2021-08-13,23.901472,,,
TFCKQG,OLINDA,EDUCACIONAL,EDUCACAO CONTINUADA,PE,"74,3536252663968",2019-10-02,99.031469,2.0,27.7538663430063,
TFCYI5,SAOJOAODABOAVISTA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"4,32997308895735",2022-06-23,100.223296,1.0,1019.13273399005,6.0
TFCYOB,SAOLUIS,CONSTRUCAO E PROJETOS,CONSTRUTORAS,MA,"16982,1418433186",2021-08-31,570.569543,3.0,17806.8377663277,7.0
TFCYDY,VARJOTA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,CE,"46,6922437854848",2021-11-30,104.231254,2.0,603.173659006495,9.666666666666666
TFCPU0,BARREIRAS,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,BA,"270,522425483004",2020-06-05,233.690167,,,10.0
TFCYFY,SAOCAETANODOSUL,VAREJO,DROGARIA,SP,"181,4931341452",2021-08-20,83.666462,,,
TFCKTT,NOVALIMA,SERVICOS,VIAGENS,MG,"30,280384621126",2020-08-20,19.828255,1.0,0.0,
TFCSAB,SAOPAULO,CONSTRUCAO E PROJETOS,INCORPORADORAS,SP,"1202,4671576624",2020-10-16,1251.366808,,,
TFCAHC,BOMJESUSDOSPERDOES,MANUFATURA,QUIMICA & RECICLAGEM,SP,"102,935651510883",2024-06-28,189.787668,1.0,138.756720142928,
TFCYOD,NOSSASENHORADOSOCORRO,VAREJO,MODA,SE,"60,2160529380826",2022-05-26,398.081859,,,10.0
TFBKS0,GRAVATA,VAREJO,MATERIAL DE CONSTRUCAO,PE,"0,395162592584457",2021-08-18,,,,
TFCIJO,CAMACARI,HOSPITALITY,HOSPEDAGEM,BA,"72,9327214760399",2019-07-25,,,,
TFCQOG,SAOPAULO,SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO,SP,"218,470263553422",2021-03-02,305.827202,,,
TFCYQ5,LONDRINA,HOSPITALITY,HOSPEDAGEM,PR,"85,9100291708082",2021-09-02,164.646134,1.0,96.6466808884753,8.5
TFCPX2,CURITIBA,MANUFATURA,BENS DURAVEIS,PR,"333,958633164914",2020-09-18,804.104904,,,
TFCYKF,JIPARANA,LOGISTICA,ATACADISTA E DISTRIBUIDOR,RO,"2452,53038844439",2021-08-27,241.543619,,,7.0
TFCKB8,ANAPOLIS,HOSPITALITY,HOSPEDAGEM,GO,"621,985920727936",2019-09-16,183.482098,,,10.0
TFCYR2,VALINHOS,MANUFATURA,METAL-MECANICO & PLASTICO,SP,"104,369166873344",2024-07-18,378.933884,1.0,15828.4478388388,3.0
TFCYOS,CONTAGEM,VAREJO,CONCESSIONARIA DE VEICULOS,MG,"2613,79035707779",2021-09-17,274.750266,1.0,0.500259026782451,9.0
TFCSGA,BELOHORIZONTE,SERVICOS,PROVEDOR SERVICOS,MG,"132,938581545727",2020-10-26,91.62256,1.0,67.8040154871778,
TFCQ13,UBERLANDIA,SERVICOS,PROVEDOR SERVICOS,MG,"530,316606963078",2018-07-06,,,,7.0
TFCDJG,CALDASNOVAS,HOSPITALITY,HOSPEDAGEM,GO,"78,322066621713",2022-09-03,114.336312,1.0,58.3285209798867,8.666666666666666
TFCQPY,ILHABELA,VAREJO,SUPERMERCADO,SP,"34,1731565438197",2020-07-29,19.020837,,,
TFCSHC,RIODEJANEIRO,HOSPITALITY,HOSPEDAGEM,RJ,"1,3200112135268",2020-10-29,208.968436,3.0,362.414543688362,
TFCYT1,NOVAVENECIA,VAREJO,SUPERMERCADO,ES,"106,853646577784",2021-09-10,54.588165,,,9.0
TFCYPV,JOAOPESSOA,HOSPITALITY,HOSPEDAGEM,PB,"81,6305023702659",2021-09-02,107.958852,1.0,92.2788730832066,6.0
TFCPRS,CAMPOGRANDE,SERVICOS,PROVEDOR SERVICOS,MS,"88281,004726315",2020-05-29,2534.568847,,,8.0
TFCIS4,ALVORADA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,TO,"130,56760599022",2019-07-29,103.545421,,,10.0
TFCDNG,SAOPAULO,VAREJO,DROGARIA,SP,"197,778877588521",2020-07-08,91.623232,,,
TFCYVO,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"5,94845817560646",2024-01-30,616.427596,3.0,4352.19047514681,0.0
TFCYVM,VALINHOS,VAREJO,MATERIAL DE CONSTRUCAO,SP,"13,0739964142305",2023-08-18,50.736074,,,
TFCPU7,MARILIA,MANUFATURA,BENS DE CAPITAL,SP,"14,9531206576906",2023-02-11,25.299645,,,
TFCHHC,QUITANDINHA,MANUFATURA,BENS DE CAPITAL,PR,"1305,99975691953",2019-05-31,957.391801,,,7.0
TFCPZW,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"49981,1147818473",2024-08-13,457.990187,2.0,53110.9916886978,
TFBYGE,JOAOPESSOA,HOSPITALITY,HOSPEDAGEM,PB,"38,9655539432483",2021-06-22,149.963101,,,
TFCDWF,SAOPAULO,SERVICOS,PROVEDOR SERVICOS,SP,"9652,99397693681",2019-01-03,8483.605571,2.0,0.0084077147358395,7.0
TFCZ58,NOVAESPERANCA,MANUFATURA,BENS DE CONSUMO,PR,"118,052722605923",2021-09-24,567.497633,2.0,7219.09508434705,8.0
TFCYW1,BELOHORIZONTE,SERVICOS,PROVEDOR SERVICOS,MG,"122,042183248079",2024-02-16,307.395694,6.0,4753.08712918111,7.0
TFCPXC,CACHOEIRODEITAPEMIRIM,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,ES,"109,922462456366",2022-05-12,106.269398,,,9.4
TFCQ72,SAOPAULO,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,SP,"12184,5400684686",2024-01-15,,,,
TFCZG2,RECIFE,EDUCACIONAL,SUPERIOR,PE,"314,772228137728",2021-09-30,556.119025,2.0,705.974787081605,6.0
TFCZAS,APARECIDADEGOIANIA,VAREJO,MATERIAL DE CONSTRUCAO,GO,"1319,17044205322",2024-01-19,208.379169,3.0,6297.08406712805,8.0
TFCLOE,BRASILIA,VAREJO,SUPERMERCADO,DF,"359,202796659272",2020-10-16,,,,8.5
TFCYYK,BARBALHA,VAREJO,SUPERMERCADO,CE,"301,618358433507",2021-09-20,116.227781,,,8.0
TFCQWN,HOLAMBRA,AGROINDUSTRIA,PRODUCAO DE CULTIVOS,SP,"4048,9872624856",2020-08-04,142.861625,,,8.666666666666666
TFCEGB,GOIANIA,VAREJO,CONCESSIONARIA DE VEICULOS,GO,"279,005809651467",2020-12-24,579.944886,,,10.0
TFCZG7,ITU,VAREJO,CONCESSIONARIA DE VEICULOS,SP,"61,19134784744",2021-10-05,448.538053,,,
TFCQGF,BRASILIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,DF,"146,416148267277",2021-11-30,145.298165,,,
TFCZBG,JUIZDEFORA,CONSTRUCAO E PROJETOS,INCORPORADORAS,MG,"197,543461575917",2021-09-29,401.835005,2.0,2952.59183393055,
TFCZ14,JOINVILLE,VAREJO,SUPERMERCADO,SC,"321,876747089512",2021-09-23,173.215303,,,8.666666666666666
TFCQAC,BRASILIA,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,DF,"63,9574859955312",2020-06-26,84.441481,,,
TFCEK7,RIODEJANEIRO,EDUCACIONAL,BASICO,RJ,"1167,15055191451",2019-01-30,992.847214,2.0,0.0084077147358395,5.666666666666667
TFCZUY,CACHOEIRODEITAPEMIRIM,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,ES,"3699,39448376939",2021-10-29,183.061719,,,9.5
TFCZR8,VICOSA,EDUCACIONAL,SUPERIOR,MG,"904,686921005804",2021-10-26,451.832065,,,9.0
TFCMLS,SAOLUISDOQUITUNDE,VAREJO,SUPERMERCADO,AL,"83,8123043442163",2019-12-06,67.356466,,,
TFCR83,BELEM,VAREJO,MATERIAL DE CONSTRUCAO,PA,"5107,68670202251",2020-08-13,175.113275,,,9.666666666666666
TFBZXZ,SAOPAULO,VAREJO,DROGARIA,SP,"153,150727770685",2022-06-29,68.168026,,,8.0
TFCSL3,BELOHORIZONTE,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,MG,"863,320964505474",2020-11-09,,,,
TFCZVN,SAOPAULO,MANUFATURA,TEXTIL & VESTUARIO,SP,"5,25061785253178",2021-10-29,,,,
TFCSNW,BRASILIA,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,DF,"863,320964505474",2020-11-16,723.740988,1.0,11699.9277988096,
TFD031,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"2401,11300897736",2023-11-30,404.799531,,,10.0
TFCZWR,IRECE,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,BA,"1815,14153432039",2021-10-29,226.030357,3.0,13745.6340943309,9.0
TFCMTK,SAOPAULO,EDUCACIONAL,SUPERIOR,SP,"846,623243040096",2019-12-18,,,,7.5
TFCQJC,PALMAS,VAREJO,SUPERMERCADO,TO,"137,466135930976",2020-07-14,124.19925,1.0,36.4348318077606,8.0
TFCSRM,PORTONACIONAL,VAREJO,MATERIAL DE CONSTRUCAO,TO,"117,094243126037",2021-07-21,109.095411,,,7.0
TFCZYE,MACEIO,SERVICOS,TI & TELECOM,AL,"66,2065496873683",2021-11-03,148.425592,1.0,153.924237526382,
TFD267,RIODEJANEIRO,SERVICOS,VIAGENS,RJ,"42,8204911496307",2022-03-28,,,,
TFBXIN,FLORIANOPOLIS,HOSPITALITY,HOSPEDAGEM,SC,"92,3503386584613",2020-12-16,54.278508,,,
TFD054,SAOJOSEDOSPINHAIS,VAREJO,VAREJO,PR,"13682,9461732605",2023-06-23,36126.904494,1.0,21471.5630383838,
TFCZFQ,APARECIDADEGOIANIA,EDUCACIONAL,SUPERIOR,GO,"793,263681469091",2021-09-30,494.206329,1.0,156.269989937681,8.0
TFCRF2,NOVASERRANA,VAREJO,SUPERMERCADO,MG,"458,708100557933",2021-10-22,226.952873,7.0,11989.1952242961,8.333333333333334
TFD505,IMPERATRIZ,LOGISTICA,TRANSPORTADOR,MA,"2689,13188882565",2021-11-29,1073.306534,2.0,1208.5207122722,0.0
TFD055,NOVALIMA,SERVICOS,VIAGENS,MG,"1987,22223181882",2022-11-30,1003.862272,,,8.0
TFCZFY,SAOPAULO,VAREJO,MODA,SP,"387,023924720165",2021-09-30,602.958592,3.0,3645.95925276576,7.5
TFCJAC,PONTAGROSSA,VAREJO,DROGARIA,PR,"26,5431554210454",2019-08-12,52.83009,,,
TFCMS0,SAOPAULO,JURIDICO,ESCRITORIO DE ADVOCACIA,SP,"6,73457950340746",2020-03-02,605.949466,,,
