CODIGO_ORGANIZACAO,QTD_CHAMADOS,CHAMADOS_ABERTOS,TEMPO_MEDIO_RES
T41869,9,0,0.0
T41917,1248,0,0.0
T42060,170,0,0.0
T42063,136,0,0.0
T42079,678,0,0.0
T42091,37,0,0.0
T42110,22,0,0.0
T42168,2,0,0.0
T42223,116,0,0.0
T42247,187,0,0.0
T42299,337,0,0.0
T42308,17,0,0.0
T42326,1,0,0.0
T42367,207,0,0.0
T42415,94,0,0.0
T42463,376,0,0.0
T42496,89,0,0.0
T42506,48,0,0.0
T42559,310,0,0.0
T42601,7,0,0.0
T42748,189,0,0.0
T42836,472,0,0.0
T42892,550,0,0.0
T42902,8,0,0.0
T43025,96,0,0.0
T43026,9,0,0.0
T43055,5,0,0.0
T43087,482,0,0.0
T43110,60,0,0.0
T43130,163,0,0.0
T43138,303,0,0.0
T43237,23,0,0.0
T43289,242,0,0.0
T43322,7,0,0.0
T43460,212,0,0.0
T43474,285,0,0.0
T43722,5,0,0.0
T43739,1136,0,0.0
T43789,6,0,0.0
T43841,97,0,0.0
T43917,439,0,0.0
T43952,10,0,0.0
T44001,84,0,0.0
T44012,215,0,0.0
T44141,167,0,0.0
T44144,28,0,0.0
T44188,14,0,0.0
T44252,8,0,0.0
T44338,130,0,0.0
T44400,103,0,0.0
T44478,58,0,0.0
T44505,36,0,0.0
T45067,139,0,0.0
T45259,63,0,0.0
T45304,36,0,0.0
T45321,27,0,0.0
T45331,143,0,0.0
T45356,735,0,0.0
T45427,7,0,0.0
T45453,258,0,0.0
T45525,153,0,0.0
T45551,147,0,0.0
T45609,59,0,0.0
T45630,30,0,0.0
T45675,331,0,0.0
T45686,279,0,0.0
T45722,36,0,0.0
T45825,2,0,0.0
T45940,41,0,0.0
T45963,208,0,0.0
T46007,232,0,0.0
T46046,22,0,0.0
T46162,163,0,0.0
T46200,49,0,0.0
T46332,26,0,0.0
T46341,44,0,0.0
T46371,11,0,0.0
T46391,91,0,0.0
T46457,1494,0,0.0
T46472,343,0,0.0
T46479,11,0,0.0
T46506,151,0,0.0
T46585,264,0,0.0
T46735,595,0,0.0
T46740,147,0,0.0
T46764,155,0,0.0
T46923,656,0,0.0
T46970,6,0,0.0
T46988,873,0,0.0
T47026,125,0,0.0
T47145,91,0,0.0
T47243,180,0,0.0
T47344,120,0,0.0
T47387,24,0,0.0
T47490,1,0,0.0
T47526,577,0,0.0
T47723,25,0,0.0
T47747,7,0,0.0
T47759,176,0,0.0
T47828,11,0,0.0
T47844,4,0,0.0
T47857,611,0,0.0
T47910,27,0,0.0
T47953,162,0,0.0
T47965,98,0,0.0
T48119,170,0,0.0
T48195,297,0,0.0
T48228,153,0,0.0
T48229,147,0,0.0
T48259,25,0,0.0
T48345,40,0,0.0
T48386,8,0,0.0
T48395,4,0,0.0
T48463,256,0,0.0
T48548,168,0,0.0
T48579,226,0,0.0
T48590,308,0,0.0
T48647,437,0,0.0
T48689,391,0,0.0
T48771,1062,0,0.0
T48834,43,0,0.0
T48850,47,0,0.0
T49030,138,0,0.0
T49107,28,0,0.0
T49216,109,0,0.0
T49295,155,0,0.0
T49304,13,0,0.0
T49410,431,0,0.0
T49424,18,0,0.0
T49432,228,0,0.0
T49440,217,0,0.0
T49499,8,0,0.0
T49525,297,0,0.0
T49571,64,0,0.0
T49575,35,0,0.0
T49594,453,0,0.0
T49634,335,0,0.0
T49652,1,0,0.0
T49696,190,0,0.0
T49737,1,0,0.0
T49747,50,0,0.0
T49758,6,0,0.0
T49804,35,0,0.0
T49920,227,0,0.0
T49923,113,0,0.0
T49926,3,0,0.0
T49938,9,0,0.0
T49954,143,0,0.0
T49990,174,0,0.0
T50010,44,0,0.0
T50142,335,0,0.0
T50149,1213,0,0.0
T50168,95,0,0.0
T50223,317,0,0.0
T50232,28,0,0.0
T50242,14,0,0.0
T50320,97,0,0.0
T50331,102,0,0.0
T50368,138,0,0.0
T50372,113,0,0.0
T50413,1,0,0.0
T50442,21,0,0.0
T50456,418,0,0.0
T50460,12,0,0.0
T50467,79,0,0.0
T50477,41,0,0.0
T50536,126,0,0.0
T50564,13,0,0.0
T50630,22,0,0.0
T50702,51,0,0.0
T50725,283,0,0.0
T50734,491,0,0.0
T50743,1469,0,0.0
T50749,370,0,0.0
T50750,504,0,0.0
T50754,628,0,0.0
T50762,43,0,0.0
T50813,3,0,0.0
T50843,95,0,0.0
T50869,177,0,0.0
T50901,388,0,0.0
T50945,88,0,0.0
T51025,111,0,0.0
T51026,48,0,0.0
T51053,49,0,0.0
T51140,35,0,0.0
T51145,25,0,0.0
T51217,361,0,0.0
T51367,426,0,0.0
T51425,166,0,0.0
T51520,14,0,0.0
T51535,207,0,0.0
T51553,32,0,0.0
T51646,21,0,0.0
T51652,7,0,0.0
T51665,251,0,0.0
T51682,204,0,0.0
T51693,171,0,0.0
T51706,1311,0,0.0
T51726,35,0,0.0
T51729,208,0,0.0
T51800,9,0,0.0
T51811,141,0,0.0
T51839,196,0,0.0
T51907,5,0,0.0
T51925,15,0,0.0
T51945,310,0,0.0
T51994,41,0,0.0
T52097,39,0,0.0
T52184,134,0,0.0
T52235,16,0,0.0
T52252,24,0,0.0
T52361,287,0,0.0
T52372,132,0,0.0
T52432,220,0,0.0
T52450,26,0,0.0
T52473,153,0,0.0
T52484,29,0,0.0
T52521,1,0,0.0
T52565,62,0,0.0
T52576,285,0,0.0
T52637,138,0,0.0
T52685,144,0,0.0
T52694,53,0,0.0
T52843,55,0,0.0
T52846,600,0,0.0
T52926,474,0,0.0
T52933,263,0,0.0
T53010,78,0,0.0
T53023,218,0,0.0
T53093,102,0,0.0
T53095,317,0,0.0
T53161,446,0,0.0
T53231,51,0,0.0
T53290,3,0,0.0
T53295,284,0,0.0
T53335,127,0,0.0
T53336,206,0,0.0
T53339,614,0,0.0
T53357,46,0,0.0
T53360,51,0,0.0
T53365,12,0,0.0
T53366,631,0,0.0
T53381,220,0,0.0
T53393,295,0,0.0
T53401,390,0,0.0
T53403,44,0,0.0
T53407,438,0,0.0
T53435,193,0,0.0
T53440,96,0,0.0
T53460,136,0,0.0
T53489,6,0,0.0
T53516,10,0,0.0
T53544,231,0,0.0
T53547,142,0,0.0
T53550,6,0,0.0
T53560,312,0,0.0
T53563,17,0,0.0
T53570,58,0,0.0
T53590,44,0,0.0
T53615,119,0,0.0
T53634,14,0,0.0
T53645,20,0,0.0
T53658,474,0,0.0
T53664,1,0,0.0
T53698,21,0,0.0
T53699,93,0,0.0
T53707,27,0,0.0
T53716,151,0,0.0
T53719,70,0,0.0
T53733,504,0,0.0
T53735,47,0,0.0
T53741,170,0,0.0
T53742,37,0,0.0
T53751,150,0,0.0
T53755,67,0,0.0
T53762,37,0,0.0
T53763,59,0,0.0
T53779,179,0,0.0
T53780,197,0,0.0
T53787,105,0,0.0
T53815,50,0,0.0
T54038,288,0,0.0
T54053,35,0,0.0
T54060,333,0,0.0
T54068,95,0,0.0
T54085,1,0,0.0
T54086,12,0,0.0
T54102,10,0,0.0
T54117,5,0,0.0
T54131,168,0,0.0
T54151,27,0,0.0
T54187,176,0,0.0
T54204,29,0,0.0
T54216,17,0,0.0
T54237,12,0,0.0
T54252,21,0,0.0
T54263,53,0,0.0
T54271,275,0,0.0
T54276,313,0,0.0
T54280,25,0,0.0
T54282,25,0,0.0
T54284,239,0,0.0
T54306,59,0,0.0
T54313,59,0,0.0
T54318,104,0,0.0
T54337,58,0,0.0
T54374,20,0,0.0
T54397,180,0,0.0
T54400,4,0,0.0
T54402,140,0,0.0
T54414,153,0,0.0
T54415,8,0,0.0
T54430,27,0,0.0
T54544,412,0,0.0
T54551,97,0,0.0
T54556,23,0,0.0
T54615,50,0,0.0
T54623,57,0,0.0
T54649,12,0,0.0
T54729,17,0,0.0
T54744,42,0,0.0
T54797,250,0,0.0
T54815,113,0,0.0
T54838,200,0,0.0
T54924,48,0,0.0
T54928,17,0,0.0
T55024,7,0,0.0
T55031,34,0,0.0
T55053,88,0,0.0
T55103,40,0,0.0
T55117,167,0,0.0
T55140,18,0,0.0
T55216,249,0,0.0
T55219,71,0,0.0
T55238,22,0,0.0
T55270,16,0,0.0
T55295,318,0,0.0
T55302,360,0,0.0
T55328,1053,0,0.0
T55493,97,0,0.0
T55539,22,0,0.0
T55554,188,0,0.0
T55596,51,0,0.0
T55622,835,0,0.0
T55665,198,0,0.0
T55699,134,0,0.0
T55737,1022,0,0.0
T55754,204,0,0.0
T55956,108,0,0.0
T55970,266,0,0.0
T56018,246,0,0.0
T56033,15,0,0.0
T56076,47,0,0.0
T56137,210,0,0.0
T56194,24,0,0.0
T56241,204,0,0.0
T56291,745,0,0.0
T56307,408,0,0.0
T56320,142,0,0.0
T56348,342,0,0.0
T56361,95,0,0.0
T56396,139,0,0.0
T56419,35,0,0.0
T56440,4,0,0.0
T56447,112,0,0.0
T56562,58,0,0.0
T56590,47,0,0.0
T56606,111,0,0.0
T56626,134,0,0.0
T57058,10,0,0.0
T57062,195,0,0.0
T57089,22,0,0.0
T57095,96,0,0.0
T57105,45,0,0.0
T57154,342,0,0.0
T57156,156,0,0.0
T57157,215,0,0.0
T57160,266,0,0.0
T57161,28,0,0.0
T57165,6,0,0.0
T57177,60,0,0.0
T57205,118,0,0.0
T57211,231,0,0.0
T57215,142,0,0.0
T57248,36,0,0.0
T57253,748,0,0.0
T57306,8,0,0.0
T57320,39,0,0.0
T57338,1,0,0.0
T57362,502,0,0.0
T57392,36,0,0.0
T57397,127,0,0.0
T57410,25,0,0.0
T57422,28,0,0.0
T57445,14,0,0.0
T57479,3,0,0.0
T57506,6,0,0.0
T57514,109,0,0.0
T57546,172,0,0.0
T57551,19,0,0.0
T57558,137,0,0.0
T57568,8,0,0.0
T57575,153,0,0.0
T57702,469,0,0.0
T57766,82,0,0.0
T57767,200,0,0.0
T57876,56,0,0.0
T57883,41,0,0.0
T57886,58,0,0.0
T57936,315,0,0.0
T58044,638,0,0.0
T58122,107,0,0.0
T58124,113,0,0.0
T58138,87,0,0.0
T58144,8,0,0.0
T58203,120,0,0.0
T58219,363,0,0.0
T58228,284,0,0.0
T58232,10,0,0.0
T58233,44,0,0.0
T58234,252,0,0.0
T58381,103,0,0.0
T58447,269,0,0.0
T58470,371,0,0.0
T58490,174,0,0.0
T58524,23,0,0.0
T58645,28,0,0.0
T58657,8,0,0.0
T58681,1,0,0.0
T58684,13,0,0.0
T58706,152,0,0.0
T58719,48,0,0.0
T58720,85,0,0.0
T59077,38,0,0.0
T59082,129,0,0.0
T59103,127,0,0.0
T59162,138,0,0.0
T59191,3,0,0.0
T59260,262,0,0.0
T59274,14,0,0.0
T59290,1,0,0.0
T59297,425,0,0.0
T59328,204,0,0.0
T59649,26,0,0.0
T59673,69,0,0.0
T59700,64,0,0.0
T59726,220,0,0.0
T59746,533,0,0.0
T59811,4,0,0.0
T59826,229,0,0.0
T59901,230,0,0.0
T59920,1,0,0.0
T60033,177,0,0.0
T60085,147,0,0.0
T60147,146,0,0.0
T60161,258,0,0.0
T60204,9,0,0.0
T60224,23,0,0.0
T60230,4,0,0.0
T60275,85,0,0.0
T60309,344,0,0.0
T60311,764,0,0.0
T60327,289,0,0.0
T60392,343,0,0.0
T60400,4,0,0.0
T60409,59,0,0.0
T60430,67,0,0.0
T60435,63,0,0.0
T60447,7,0,0.0
T60449,332,0,0.0
T60458,1476,0,0.0
T60480,142,0,0.0
T60481,32,0,0.0
T60502,415,0,0.0
T60517,1113,0,0.0
T60518,533,0,0.0
T60571,319,0,0.0
T60579,2,0,0.0
T60580,14,0,0.0
T60589,350,0,0.0
T60607,4,0,0.0
T60617,300,0,0.0
T60625,104,0,0.0
T60633,54,0,0.0
T60689,51,0,0.0
T60696,303,0,0.0
T60720,34,0,0.0
T60726,114,0,0.0
T60750,1,0,0.0
T60795,509,0,0.0
T60841,8,0,0.0
T60842,86,0,0.0
T60887,652,0,0.0
T60892,1,0,0.0
T60994,65,0,0.0
T61024,180,0,0.0
T61052,23,0,0.0
T61086,31,0,0.0
T61094,2,0,0.0
T61122,15,0,0.0
T61126,15,0,0.0
T61132,36,0,0.0
T61135,21,0,0.0
T61210,197,0,0.0
T61211,20,0,0.0
T61216,93,0,0.0
T61235,22,0,0.0
T61371,377,0,0.0
T61384,308,0,0.0
T61402,413,0,0.0
T61412,133,0,0.0
T61431,193,0,0.0
T61456,53,0,0.0
T61500,831,0,0.0
T61523,587,0,0.0
T61539,1648,0,0.0
T61561,2,0,0.0
T61585,86,0,0.0
T61653,36,0,0.0
T61658,296,0,0.0
T61662,103,0,0.0
T61712,183,0,0.0
T61718,6,0,0.0
T61788,904,0,0.0
T61799,2,0,0.0
T61860,330,0,0.0
T61862,383,0,0.0
T61906,93,0,0.0
T61924,9,0,0.0
T61925,140,0,0.0
T61939,181,0,0.0
T61949,2,0,0.0
T61950,75,0,0.0
T61985,19,0,0.0
T61988,86,0,0.0
T62003,421,0,0.0
T62248,58,0,0.0
T62310,398,0,0.0
T62318,52,0,0.0
T62321,155,0,0.0
T62366,105,0,0.0
T62368,198,0,0.0
T62369,5,0,0.0
T62391,105,0,0.0
T62472,14,0,0.0
T62498,37,0,0.0
T62508,45,0,0.0
T62512,46,0,0.0
T62525,77,0,0.0
T62588,137,0,0.0
T62590,1,0,0.0
T62600,37,0,0.0
T62641,8,0,0.0
T73740,273,0,0.0
T73747,404,0,0.0
T73755,397,0,0.0
T73765,84,0,0.0
T73768,136,0,0.0
T73774,152,0,0.0
T73776,1,0,0.0
T73807,162,0,0.0
T73839,645,0,0.0
T73851,544,0,0.0
T73876,1425,0,0.0
T73965,94,0,0.0
T74015,89,0,0.0
T74087,11,0,0.0
T74125,1,0,0.0
T74126,1,0,0.0
T74148,243,0,0.0
T74247,8,0,0.0
T74282,19,0,0.0
T74304,530,0,0.0
T74314,51,0,0.0
T74367,64,0,0.0
T74369,119,0,0.0
T74380,193,0,0.0
T74391,52,0,0.0
T74414,566,0,0.0
T74473,290,0,0.0
T74511,154,0,0.0
T74551,209,0,0.0
T74600,194,0,0.0
T74657,129,0,0.0
T74690,207,0,0.0
T74756,383,0,0.0
T74810,165,0,0.0
T74865,190,0,0.0
T74871,107,0,0.0
T74874,4,0,0.0
T75004,878,0,0.0
T75007,122,0,0.0
T75023,179,0,0.0
T75062,169,0,0.0
T75123,22,0,0.0
T75178,3,0,0.0
T75243,69,0,0.0
T75274,701,0,0.0
T75282,386,0,0.0
T75306,162,0,0.0
T75322,268,0,0.0
T75330,753,0,0.0
T75337,254,0,0.0
T75344,323,0,0.0
T75385,206,0,0.0
T75419,212,0,0.0
T75437,253,0,0.0
T75442,36,0,0.0
T75488,38,0,0.0
T75515,145,0,0.0
T75558,233,0,0.0
T75573,250,0,0.0
T75582,346,0,0.0
T75656,5,0,0.0
T75794,498,0,0.0
T75857,94,0,0.0
T75868,323,0,0.0
T76001,164,0,0.0
T76003,63,0,0.0
T76078,259,0,0.0
T76115,3,0,0.0
T76118,10,0,0.0
T76120,117,0,0.0
T76135,467,0,0.0
T76185,78,0,0.0
T76189,46,0,0.0
T76192,394,0,0.0
T76264,118,0,0.0
T76267,85,0,0.0
T76286,171,0,0.0
T76289,2,0,0.0
T76341,8,0,0.0
T76342,4,0,0.0
T76344,261,0,0.0
T76352,344,0,0.0
T76382,126,0,0.0
T76402,68,0,0.0
T76404,83,0,0.0
T76419,4,0,0.0
T76441,154,0,0.0
T76472,76,0,0.0
T76474,395,0,0.0
T76529,393,0,0.0
T76547,1335,0,0.0
T76590,607,0,0.0
T76663,267,0,0.0
T76678,128,0,0.0
T76679,1104,0,0.0
T76719,167,0,0.0
T76762,210,0,0.0
T76763,2,0,0.0
T76764,30,0,0.0
T76806,1372,0,0.0
T76838,68,0,0.0
T76839,372,0,0.0
T76842,48,0,0.0
T76859,43,0,0.0
T76922,69,0,0.0
T76932,194,0,0.0
T76973,63,0,0.0
T77027,2,0,0.0
T77096,450,0,0.0
T77109,267,0,0.0
T77119,181,0,0.0
T77135,1059,0,0.0
T77178,193,0,0.0
T77270,7,0,0.0
T77293,197,0,0.0
T77314,1,0,0.0
T77325,189,0,0.0
T77335,423,0,0.0
T77352,72,0,0.0
T77520,413,0,0.0
T77543,303,0,0.0
T77568,141,0,0.0
T77573,296,0,0.0
T77617,544,0,0.0
T77620,22,0,0.0
T77693,860,0,0.0
T77784,53,0,0.0
T77788,70,0,0.0
T77824,62,0,0.0
T77947,31,0,0.0
T77993,167,0,0.0
T78204,85,0,0.0
T78206,982,0,0.0
T78209,822,0,0.0
T78253,156,0,0.0
T78381,542,0,0.0
T78391,342,0,0.0
T78458,8,0,0.0
T78516,325,0,0.0
T78573,669,0,0.0
T78646,9,0,0.0
T78658,44,0,0.0
T78664,290,0,0.0
T78775,172,0,0.0
T78810,35,0,0.0
T79168,163,0,0.0
T79220,92,0,0.0
T79237,212,0,0.0
T79240,159,0,0.0
T79264,32,0,0.0
T79368,149,0,0.0
T79375,417,0,0.0
T79557,25,0,0.0
T79572,549,0,0.0
T79638,93,0,0.0
T79683,520,0,0.0
T79783,96,0,0.0
T79896,8,0,0.0
T79935,241,0,0.0
T79941,143,0,0.0
T80020,180,0,0.0
T80025,39,0,0.0
T80088,320,0,0.0
T80295,621,0,0.0
T80491,1,0,0.0
T80566,242,0,0.0
T80605,6,0,0.0
T81201,251,0,0.0
T81376,365,0,0.0
T81472,342,0,0.0
T81527,47,0,0.0
T81545,148,0,0.0
T81649,109,0,0.0
T81709,14,0,0.0
T82275,123,0,0.0
T82336,36,0,0.0
T82418,53,0,0.0
T83963,5,0,0.0
T84068,350,0,0.0
T84071,206,0,0.0
T84117,136,0,0.0
T84205,213,0,0.0
T84219,8,0,0.0
T84225,62,0,0.0
T84228,30,0,0.0
T84252,10,0,0.0
T84290,184,0,0.0
T84300,100,0,0.0
T84301,167,0,0.0
T84331,459,0,0.0
T84408,59,0,0.0
T84428,4,0,0.0
T84433,1,0,0.0
T84493,154,0,0.0
T84495,9,0,0.0
T84505,37,0,0.0
T84546,580,0,0.0
T84547,116,0,0.0
T84555,84,0,0.0
T84560,424,0,0.0
T84563,1356,0,0.0
T84573,25,0,0.0
T84612,169,0,0.0
T84622,1615,0,0.0
T84626,138,0,0.0
T84651,143,0,0.0
T84693,158,0,0.0
T84703,160,0,0.0
T84733,277,0,0.0
T84754,32,0,0.0
T84821,2,0,0.0
T84843,12,0,0.0
T84857,286,0,0.0
T84886,30,0,0.0
T84888,40,0,0.0
T84893,31,0,0.0
T84915,100,0,0.0
T84929,22,0,0.0
T84931,235,0,0.0
T84944,47,0,0.0
T84955,2,0,0.0
T84973,62,0,0.0
T87368,4,0,0.0
T89690,58,0,0.0
T89704,108,0,0.0
T89799,1,0,0.0
T89811,24,0,0.0
T89914,1,0,0.0
T89918,130,0,0.0
T89932,11,0,0.0
T89935,34,0,0.0
T89937,3,0,0.0
T89973,163,0,0.0
T89992,33,0,0.0
T92086,178,0,0.0
T92121,25,0,0.0
T92125,109,0,0.0
T92127,2,0,0.0
T92129,16,0,0.0
T92141,29,0,0.0
T92154,6,0,0.0
T92201,37,0,0.0
T92213,295,0,0.0
T92214,90,0,0.0
T92244,20,0,0.0
T92246,108,0,0.0
T92270,84,0,0.0
T94426,638,0,0.0
T94476,8,0,0.0
T94480,13,0,0.0
T94503,855,0,0.0
T94555,119,0,0.0
T94602,5,0,0.0
T96461,153,0,0.0
T96529,138,0,0.0
T96535,177,0,0.0
T96701,434,0,0.0
T96702,10,0,0.0
T96704,51,0,0.0
T98567,116,0,0.0
T98600,276,0,0.0
T98613,2,0,0.0
T98619,1,0,0.0
T98737,878,0,0.0
T98750,169,0,0.0
T98762,43,0,0.0
T98763,143,0,0.0
T98789,15,0,0.0
T98821,273,0,0.0
T98826,160,0,0.0
T98877,62,0,0.0
T98879,232,0,0.0
T98882,107,0,0.0
T98884,488,0,0.0
TA0675,90,0,0.0
TA0689,267,0,0.0
TA0704,34,0,0.0
TA0719,498,0,0.0
TA0729,156,0,0.0
TA0900,8,0,0.0
TA2514,16,0,0.0
TA2531,18,0,0.0
TA2544,35,0,0.0
TA2551,204,0,0.0
TA2554,90,0,0.0
TA2569,65,0,0.0
TA2570,59,0,0.0
TA2574,6,0,0.0
TA2578,7,0,0.0
TA2580,22,0,0.0
TA2584,6,0,0.0
TA2591,85,0,0.0
TA2604,28,0,0.0
TA2614,47,0,0.0
TA2616,16,0,0.0
TA2617,7,0,0.0
TA2621,15,0,0.0
TA2634,131,0,0.0
TA2641,27,0,0.0
TA2644,71,0,0.0
TA2656,5,0,0.0
TA2657,11,0,0.0
TA2668,2,0,0.0
TA2685,2,0,0.0
TA2702,6,0,0.0
TA2727,4,0,0.0
TA2738,4,0,0.0
TA2750,8,0,0.0
TA2770,67,0,0.0
TA2800,289,0,0.0
TA2805,73,0,0.0
TA2821,23,0,0.0
TA2826,94,0,0.0
TA2836,62,0,0.0
TA2837,9,0,0.0
TA2859,11,0,0.0
TA2866,44,0,0.0
TA2867,33,0,0.0
TA2868,72,0,0.0
TA2872,221,0,0.0
TA2875,20,0,0.0
TA2879,370,0,0.0
TA2884,6,0,0.0
TA2888,1,0,0.0
TA2895,19,0,0.0
TA2900,9,0,0.0
TA2901,21,0,0.0
TA2904,3,0,0.0
TA2928,119,0,0.0
TA2973,32,0,0.0
TA2977,29,0,0.0
TA3007,24,0,0.0
TA3016,25,0,0.0
TA3026,20,0,0.0
TA3030,90,0,0.0
TA3077,21,0,0.0
TA3087,384,0,0.0
TA3091,115,0,0.0
TA3094,47,0,0.0
TA3095,75,0,0.0
TA3098,84,0,0.0
TA3126,29,0,0.0
TA3129,28,0,0.0
TA3130,43,0,0.0
TA3138,8,0,0.0
TA3153,55,0,0.0
TA3155,170,0,0.0
TA3179,33,0,0.0
TA3188,151,0,0.0
TA3197,71,0,0.0
TA3205,1,0,0.0
TA3249,54,0,0.0
TA3260,64,0,0.0
TA3294,17,0,0.0
TA3307,169,0,0.0
TA3318,218,0,0.0
TA3331,45,0,0.0
TA3339,39,0,0.0
TA3368,38,0,0.0
TA3374,63,0,0.0
TA3424,72,0,0.0
TA3434,1,0,0.0
TA3451,9,0,0.0
TA3484,15,0,0.0
TA3491,48,0,0.0
TA3493,35,0,0.0
TA3496,11,0,0.0
TA3502,125,0,0.0
TA3508,2,0,0.0
TA3513,36,0,0.0
TA3570,5,0,0.0
TA3573,152,0,0.0
TA3579,83,0,0.0
TA3585,2,0,0.0
TA3606,176,0,0.0
TA3626,1,0,0.0
TA3658,72,0,0.0
TA3674,82,0,0.0
TA3692,7,0,0.0
TA3701,4,0,0.0
TA3711,56,0,0.0
TA3738,21,0,0.0
TA3743,17,0,0.0
TA3750,169,0,0.0
TA3755,124,0,0.0
TA3789,3,0,0.0
TA3811,3,0,0.0
TA3867,176,0,0.0
TA3873,3,0,0.0
TA3885,31,0,0.0
TA3887,9,0,0.0
TA3900,41,0,0.0
TA3905,121,0,0.0
TA3945,167,0,0.0
TA3952,25,0,0.0
TA4108,96,0,0.0
TA4192,48,0,0.0
TA4200,156,0,0.0
TA4208,99,0,0.0
TA4245,77,0,0.0
TA4295,40,0,0.0
TA4315,8,0,0.0
TA4345,152,0,0.0
TA4358,9,0,0.0
TA4367,62,0,0.0
TA4372,313,0,0.0
TA4428,70,0,0.0
TA6050,106,0,0.0
TA6052,276,0,0.0
TA6068,134,0,0.0
TA6091,157,0,0.0
TA6130,54,0,0.0
TA6133,8,0,0.0
TA6139,66,0,0.0
TA6145,30,0,0.0
TA6163,7,0,0.0
TA8052,253,0,0.0
TA8056,5,0,0.0
TA8057,19,0,0.0
TA8241,681,0,0.0
TA8247,1,0,0.0
TA8260,10,0,0.0
TA8402,334,0,0.0
TA8414,36,0,0.0
TA8436,174,0,0.0
TA8440,72,0,0.0
TA8446,23,0,0.0
TA8453,272,0,0.0
TA8467,274,0,0.0
TA8471,174,0,0.0
TA8483,1,0,0.0
TA8520,20,0,0.0
TA8583,254,0,0.0
TA8589,139,0,0.0
TA8688,18,0,0.0
TA8698,12,0,0.0
TA9001,43,0,0.0
TA9009,24,0,0.0
TAA394,1,0,0.0
TAA519,5,0,0.0
TAA537,235,0,0.0
TAA619,207,0,0.0
TAA637,72,0,0.0
TAA643,46,0,0.0
TAA655,6,0,0.0
TAA669,188,0,0.0
TAA670,33,0,0.0
TAA672,120,0,0.0
TAA687,86,0,0.0
TAA750,184,0,0.0
TAA816,201,0,0.0
TAABM3,33,0,0.0
TAABOO,402,0,0.0
TAABOR,27,0,0.0
TAABOV,107,0,0.0
TAABOZ,1,0,0.0
TAABP6,498,0,0.0
TAAC29,2,0,0.0
TAAC31,117,0,0.0
TAACCT,5,0,0.0
TAACDU,964,0,0.0
TAACDW,60,0,0.0
TAACIN,19,0,0.0
TAAFRL,2355,0,0.0
TAAFTK,17,0,0.0
TAAFTN,27,0,0.0
TAAFTY,1,0,0.0
TAAFVF,569,0,0.0
TAAFXM,9,0,0.0
TAAFYX,9,0,0.0
TAAFZJ,38,0,0.0
TAAG42,494,0,0.0
TAAG64,128,0,0.0
TAAGAG,8,0,0.0
TAAHSW,30,0,0.0
TAAHTC,10,0,0.0
TAAHTU,182,0,0.0
TAAHTY,509,0,0.0
TAAHV1,65,0,0.0
TAAHVG,27,0,0.0
TAAHWZ,663,0,0.0
TAAHXK,36,0,0.0
TAAHZ2,21,0,0.0
TAAHZD,82,0,0.0
TAAHZO,268,0,0.0
TAAHZQ,37,0,0.0
TAAHZV,160,0,0.0
TAAI07,10,0,0.0
TAAI74,80,0,0.0
TAAIA0,2,0,0.0
TAAJU1,17,0,0.0
TAAJU5,104,0,0.0
TAAJUJ,126,0,0.0
TAAJUS,54,0,0.0
TAAJVL,728,0,0.0
TAAJWZ,28,0,0.0
TAAJXE,61,0,0.0
TAAJZ3,42,0,0.0
TAAJZA,69,0,0.0
TAAK07,60,0,0.0
TAAK79,61,0,0.0
TAAK82,553,0,0.0
TAAKAH,241,0,0.0
TAAKAL,44,0,0.0
TAAKBN,12,0,0.0
TAALX9,244,0,0.0
TAALXA,1,0,0.0
TAAM13,19,0,0.0
TAAM36,16,0,0.0
TAAMB5,14,0,0.0
TAAMBE,372,0,0.0
TAAMGI,64,0,0.0
TAAMHM,4,0,0.0
TAAMJN,27,0,0.0
TAAMJS,274,0,0.0
TAAOFB,173,0,0.0
TAAOGF,2,0,0.0
TAAOI5,50,0,0.0
TAAOJH,78,0,0.0
TAAOK8,11,0,0.0
TAAOL8,126,0,0.0
TAAOLS,182,0,0.0
TAAOM7,28,0,0.0
TAAONB,14,0,0.0
TAAONL,17,0,0.0
TAAQOT,57,0,0.0
TAAQPD,404,0,0.0
TAAQTH,3,0,0.0
TB0050,178,0,0.0
TB0123,213,0,0.0
TB0134,17,0,0.0
TB0151,115,0,0.0
TB0223,18,0,0.0
TB0267,38,0,0.0
TB0345,18,0,0.0
TB0375,11,0,0.0
TB0458,316,0,0.0
TB0487,203,0,0.0
TB0516,395,0,0.0
TB0547,108,0,0.0
TB0548,861,0,0.0
TB0580,43,0,0.0
TB0594,289,0,0.0
TB0598,153,0,0.0
TB0612,21,0,0.0
TB0659,1020,0,0.0
TB0701,167,0,0.0
TB0713,611,0,0.0
TB0715,42,0,0.0
TB0718,58,0,0.0
TB0727,34,0,0.0
TB0731,57,0,0.0
TB0737,118,0,0.0
TB0738,51,0,0.0
TB0740,7,0,0.0
TB0752,657,0,0.0
TB0764,122,0,0.0
TB0766,423,0,0.0
TB0789,147,0,0.0
TB0791,358,0,0.0
TB0799,69,0,0.0
TB0806,202,0,0.0
TB0811,52,0,0.0
TB0830,149,0,0.0
TB0835,291,0,0.0
TB0838,2,0,0.0
TB0846,64,0,0.0
TB0849,46,0,0.0
TB0888,16,0,0.0
TB0901,378,0,0.0
