CODIGO_ORGANIZACAO,QTD_CHAMADOS,CHAMADOS_ABERTOS,TEMPO_MEDIO_RES
TB0902,54,0,0.0
TB0924,146,0,0.0
TB0925,674,0,0.0
TB0930,47,0,0.0
TB0968,2,0,0.0
TB0987,273,0,0.0
TB0995,109,0,0.0
TB1005,118,0,0.0
TB1014,153,0,0.0
TB1015,115,0,0.0
TB1029,47,0,0.0
TB1040,182,0,0.0
TB1041,130,0,0.0
TB1056,333,0,0.0
TB1059,118,0,0.0
TB1067,41,0,0.0
TB1092,285,0,0.0
TB1101,380,0,0.0
TB1105,249,0,0.0
TB1169,107,0,0.0
TB1172,118,0,0.0
TB1197,286,0,0.0
TB1207,83,0,0.0
TB1231,385,0,0.0
TB1247,138,0,0.0
TB1249,2,0,0.0
TB1250,5,0,0.0
TB1259,242,0,0.0
TB1292,358,0,0.0
TB1339,140,0,0.0
TB1362,246,0,0.0
TB1380,739,0,0.0
TB1393,38,0,0.0
TB1398,280,0,0.0
TB1406,27,0,0.0
TB1418,516,0,0.0
TB1438,37,0,0.0
TB1462,50,0,0.0
TB1468,195,0,0.0
TB1474,110,0,0.0
TB1475,1101,0,0.0
TB1479,45,0,0.0
TB1486,798,0,0.0
TB1491,1323,0,0.0
TB1504,14,0,0.0
TB1549,180,0,0.0
TB1557,17,0,0.0
TB1570,654,0,0.0
TB1573,2,0,0.0
TB1613,144,0,0.0
TB1633,102,0,0.0
TB1634,5,0,0.0
TB1640,44,0,0.0
TB1645,143,0,0.0
TB1663,46,0,0.0
TB1665,85,0,0.0
TB1675,184,0,0.0
TB1687,74,0,0.0
TB1696,6,0,0.0
TB1718,80,0,0.0
TB1720,1,0,0.0
TB1726,229,0,0.0
TB1733,124,0,0.0
TB1739,383,0,0.0
TB1772,31,0,0.0
TB1778,32,0,0.0
TB1823,308,0,0.0
TB1827,1,0,0.0
TB1833,709,0,0.0
TB1856,61,0,0.0
TB1896,24,0,0.0
TB1914,24,0,0.0
TB1918,34,0,0.0
TB1925,331,0,0.0
TB1937,1190,0,0.0
TB1944,1,0,0.0
TB1949,30,0,0.0
TB1950,13,0,0.0
TB1951,25,0,0.0
TB1978,143,0,0.0
TB2014,19,0,0.0
TB2021,15,0,0.0
TB2025,826,0,0.0
TB2075,4,0,0.0
TB2086,67,0,0.0
TB2095,22,0,0.0
TB2097,72,0,0.0
TB2113,79,0,0.0
TB2138,26,0,0.0
TB2139,24,0,0.0
TB2156,74,0,0.0
TB2162,14,0,0.0
TB2186,28,0,0.0
TB2217,4,0,0.0
TB2230,465,0,0.0
TB2234,192,0,0.0
TB2240,145,0,0.0
TB2268,96,0,0.0
TB2281,407,0,0.0
TB2307,52,0,0.0
TB2313,2,0,0.0
TB2329,1,0,0.0
TB2357,23,0,0.0
TB2359,156,0,0.0
TB2382,131,0,0.0
TB2395,95,0,0.0
TB2401,1097,0,0.0
TB2409,347,0,0.0
TB2423,15,0,0.0
TB2429,80,0,0.0
TB2434,63,0,0.0
TB2448,174,0,0.0
TB2482,126,0,0.0
TB2492,1,0,0.0
TB2496,8,0,0.0
TB2497,9,0,0.0
TB2500,125,0,0.0
TB2542,129,0,0.0
TB2576,436,0,0.0
TB2577,207,0,0.0
TB2610,167,0,0.0
TB2620,6,0,0.0
TB2622,25,0,0.0
TB2633,119,0,0.0
TB2667,64,0,0.0
TB2715,445,0,0.0
TB2743,639,0,0.0
TB2776,120,0,0.0
TB2788,32,0,0.0
TB2803,2,0,0.0
TB2812,71,0,0.0
TB2818,2,0,0.0
TB2829,68,0,0.0
TB2845,9,0,0.0
TB2850,339,0,0.0
TB2869,268,0,0.0
TB2915,71,0,0.0
TB2922,135,0,0.0
TB2942,94,0,0.0
TB2946,117,0,0.0
TB2947,312,0,0.0
TB2958,245,0,0.0
TB2968,566,0,0.0
TB2979,85,0,0.0
TB2980,631,0,0.0
TB2985,121,0,0.0
TB3017,1,0,0.0
TB3034,136,0,0.0
TB3043,58,0,0.0
TB3111,926,0,0.0
TB3142,49,0,0.0
TB3150,933,0,0.0
TB3163,35,0,0.0
TB3168,17,0,0.0
TB3181,64,0,0.0
TB3185,36,0,0.0
TB3191,5,0,0.0
TB3199,28,0,0.0
TB3207,22,0,0.0
TB3209,421,0,0.0
TB3214,41,0,0.0
TB3236,116,0,0.0
TB3237,1,0,0.0
TB3272,341,0,0.0
TB3288,151,0,0.0
TB3291,38,0,0.0
TB3336,2,0,0.0
TB3342,55,0,0.0
TB3345,125,0,0.0
TB3347,105,0,0.0
TB3354,13,0,0.0
TB3389,100,0,0.0
TB3390,117,0,0.0
TB3429,140,0,0.0
TB3458,11,0,0.0
TB3482,150,0,0.0
TB3492,152,0,0.0
TB3493,520,0,0.0
TB3495,17,0,0.0
TB3507,585,0,0.0
TB3508,11,0,0.0
TB3520,31,0,0.0
TB3521,415,0,0.0
TB3522,35,0,0.0
TB3542,91,0,0.0
TB3544,81,0,0.0
TB3547,32,0,0.0
TB3552,32,0,0.0
TB3562,68,0,0.0
TB3602,9,0,0.0
TB3620,66,0,0.0
TB3627,192,0,0.0
TB3641,103,0,0.0
TB3655,56,0,0.0
TB3666,601,0,0.0
TB3668,21,0,0.0
TB3671,63,0,0.0
TB3684,48,0,0.0
TB3708,40,0,0.0
TB3711,3,0,0.0
TB3714,12,0,0.0
TB3721,532,0,0.0
TB3733,1,0,0.0
TB3740,61,0,0.0
TB3744,57,0,0.0
TB3745,39,0,0.0
TB3747,44,0,0.0
TB3756,139,0,0.0
TB3789,304,0,0.0
TB3795,28,0,0.0
TB3857,108,0,0.0
TB3859,458,0,0.0
TB3887,2,0,0.0
TB3888,7,0,0.0
TB3891,4,0,0.0
TB3895,28,0,0.0
TB3904,54,0,0.0
TB3918,32,0,0.0
TB3925,82,0,0.0
TB3935,5,0,0.0
TB3936,202,0,0.0
TB3946,23,0,0.0
TB3969,224,0,0.0
TB3971,24,0,0.0
TB3988,171,0,0.0
TB4007,6,0,0.0
TB4028,80,0,0.0
TB4035,272,0,0.0
TB4038,250,0,0.0
TB4061,6,0,0.0
TB4069,514,0,0.0
TB4074,50,0,0.0
TB4082,30,0,0.0
TB4090,386,0,0.0
TB4095,669,0,0.0
TB4118,13,0,0.0
TB4128,486,0,0.0
TB4131,57,0,0.0
TB4132,166,0,0.0
TB4135,96,0,0.0
TB4138,25,0,0.0
TB4144,1,0,0.0
TB4145,24,0,0.0
TB4155,84,0,0.0
TB4162,38,0,0.0
TB4166,4,0,0.0
TB4172,334,0,0.0
TB4183,15,0,0.0
TB4187,1,0,0.0
TB4228,652,0,0.0
TB4232,384,0,0.0
TB4238,72,0,0.0
TB4253,62,0,0.0
TB4287,50,0,0.0
TB4293,51,0,0.0
TB4311,11,0,0.0
TB4322,31,0,0.0
TB4327,258,0,0.0
TB4332,871,0,0.0
TB4336,15,0,0.0
TB4345,29,0,0.0
TB4355,463,0,0.0
TB4358,110,0,0.0
TB4359,1007,0,0.0
TB4370,34,0,0.0
TB4380,52,0,0.0
TB4388,800,0,0.0
TB4390,168,0,0.0
TB4393,301,0,0.0
TB4395,8,0,0.0
TB4400,330,0,0.0
TB4410,91,0,0.0
TB4412,213,0,0.0
TB4413,29,0,0.0
TB4421,32,0,0.0
TB4434,41,0,0.0
TB4442,92,0,0.0
TB4453,103,0,0.0
TB4458,88,0,0.0
TB4463,37,0,0.0
TB4483,53,0,0.0
TB4508,66,0,0.0
TB4511,58,0,0.0
TB4565,20,0,0.0
TB4577,180,0,0.0
TB4591,7,0,0.0
TB4598,304,0,0.0
TB4603,46,0,0.0
TB4613,239,0,0.0
TB4615,807,0,0.0
TB4628,71,0,0.0
TB4649,44,0,0.0
TB4652,8,0,0.0
TB4659,77,0,0.0
TB4663,21,0,0.0
TB4666,5,0,0.0
TB4670,87,0,0.0
TB4671,231,0,0.0
TB4679,61,0,0.0
TB4691,24,0,0.0
TB4698,80,0,0.0
TB4702,75,0,0.0
TB4721,245,0,0.0
TB4726,1,0,0.0
TB4727,42,0,0.0
TB4732,236,0,0.0
TB4733,125,0,0.0
TB4737,124,0,0.0
TB4748,16,0,0.0
TB4764,67,0,0.0
TB4779,155,0,0.0
TB4788,3,0,0.0
TB4804,134,0,0.0
TB4808,21,0,0.0
TB4814,85,0,0.0
TB4815,120,0,0.0
TB4835,30,0,0.0
TB4846,169,0,0.0
TB4850,452,0,0.0
TB4852,360,0,0.0
TB4880,141,0,0.0
TB4886,4,0,0.0
TB4894,34,0,0.0
TB4901,13,0,0.0
TB4903,1,0,0.0
TB4910,19,0,0.0
TB4912,311,0,0.0
TB4921,66,0,0.0
TB4922,57,0,0.0
TB4951,144,0,0.0
TB4967,551,0,0.0
TB4988,66,0,0.0
TB5023,202,0,0.0
TB5041,1,0,0.0
TB5056,7,0,0.0
TB5118,3,0,0.0
TB5129,119,0,0.0
TB5148,25,0,0.0
TB5152,192,0,0.0
TB5155,23,0,0.0
TB5225,240,0,0.0
TB5243,19,0,0.0
TB5304,48,0,0.0
TB5330,36,0,0.0
TB5353,53,0,0.0
TB5367,8,0,0.0
TB5383,156,0,0.0
TB5391,110,0,0.0
TB5398,99,0,0.0
TB5414,79,0,0.0
TB5466,104,0,0.0
TB5497,35,0,0.0
TB5512,13,0,0.0
TB5517,85,0,0.0
TB5520,155,0,0.0
TB5558,18,0,0.0
TB5559,592,0,0.0
TB5560,10,0,0.0
TB5585,320,0,0.0
TB5599,12,0,0.0
TB5656,3,0,0.0
TB5665,382,0,0.0
TB5687,15,0,0.0
TB5707,349,0,0.0
TB5728,117,0,0.0
TB5732,2,0,0.0
TB5735,192,0,0.0
TB5739,234,0,0.0
TB5745,259,0,0.0
TB5773,36,0,0.0
TB5781,4,0,0.0
TB5783,236,0,0.0
TB5811,1,0,0.0
TB5814,12,0,0.0
TB5821,2,0,0.0
TB5887,23,0,0.0
TB5891,96,0,0.0
TB5912,23,0,0.0
TB5934,52,0,0.0
TB5965,28,0,0.0
TB6029,1,0,0.0
TB6036,19,0,0.0
TB6054,18,0,0.0
TB6134,4,0,0.0
TB6143,2,0,0.0
TB6166,1,0,0.0
TB6189,67,0,0.0
TB6218,39,0,0.0
TB6225,174,0,0.0
TB6273,67,0,0.0
TB6275,1,0,0.0
TB6365,41,0,0.0
TB6386,17,0,0.0
TB6410,4,0,0.0
TB6412,84,0,0.0
TB6427,135,0,0.0
TB6431,68,0,0.0
TB6496,10,0,0.0
TB6500,11,0,0.0
TB6503,30,0,0.0
TB6504,22,0,0.0
TB6548,11,0,0.0
TB6563,22,0,0.0
TB6566,33,0,0.0
TB6575,90,0,0.0
TB6588,1,0,0.0
TB6594,274,0,0.0
TB6627,230,0,0.0
TB6654,1278,0,0.0
TB6660,30,0,0.0
TB6662,61,0,0.0
TB6670,3,0,0.0
TB6685,264,0,0.0
TB6687,28,0,0.0
TB6709,38,0,0.0
TC0263,312,0,0.0
TC0264,150,0,0.0
TC0486,1,0,0.0
TC0896,4,0,0.0
TC1303,20,0,0.0
TC1348,113,0,0.0
TC1614,13,0,0.0
TC1901,4,0,0.0
TC2138,3,0,0.0
TC2177,5,0,0.0
TC2447,19,0,0.0
TC2537,2,0,0.0
TC2565,34,0,0.0
TC2735,34,0,0.0
TC2775,9,0,0.0
TC3698,127,0,0.0
TC3843,166,0,0.0
TC4388,78,0,0.0
TC5093,25,0,0.0
TC5177,6,0,0.0
TC5681,16,0,0.0
TC7591,69,0,0.0
TC7801,433,0,0.0
TC7935,11,0,0.0
TC8325,9,0,0.0
TC8493,2,0,0.0
TC8613,101,0,0.0
TC8962,1,0,0.0
TC9008,1,0,0.0
TC9218,1,0,0.0
TC9518,101,0,0.0
TCA219,3,0,0.0
TCA498,1,0,0.0
TCA523,17,0,0.0
TCAAT5,2,0,0.0
TCAAUX,20,0,0.0
TCABN5,80,0,0.0
TCABR7,56,0,0.0
TCAC14,152,0,0.0
TCACIJ,3,0,0.0
TCACR1,3,0,0.0
TCAE51,1,0,0.0
TCAEY2,1,0,0.0
TCAGBS,27,0,0.0
TCAGS6,354,0,0.0
TCAGYB,1,0,0.0
TCAICQ,5,0,0.0
TCAIVC,65,0,0.0
TCAJGK,3,0,0.0
TCAJID,227,0,0.0
TCAJLC,2,0,0.0
TCAKDA,237,0,0.0
TCAKMJ,7,0,0.0
TCAL80,1587,0,0.0
TCALKI,102,0,0.0
TCALSH,60,0,0.0
TCALYY,1,0,0.0
TCAMFE,6,0,0.0
TCAN36,2,0,0.0
TCAN66,6,0,0.0
TCANA8,943,0,0.0
TCANP4,7,0,0.0
TCANUZ,49,0,0.0
TCAOQ8,3,0,0.0
TCAOS3,36,0,0.0
TCASEN,78,0,0.0
TCATCY,6,0,0.0
TCATXY,413,0,0.0
TCAUCX,62,0,0.0
TCAUD4,209,0,0.0
TCAUJR,20,0,0.0
TCAUPK,4,0,0.0
TCAVO6,83,0,0.0
TCAW21,4,0,0.0
TCAWHU,13,0,0.0
TCAWJ7,93,0,0.0
TCAWN0,77,0,0.0
TCAWPS,136,0,0.0
TCAWRC,613,0,0.0
TCAWUC,3,0,0.0
TCAWV5,158,0,0.0
TCAWXR,8,0,0.0
TCAXD3,6,0,0.0
TCAXRU,13,0,0.0
TCAXST,24,0,0.0
TCAXU6,65,0,0.0
TCAXVZ,7,0,0.0
TCAYA0,4,0,0.0
TCAYI4,59,0,0.0
TCAYK0,1,0,0.0
TCAYL9,2,0,0.0
TCAZKM,2,0,0.0
TCAZNL,7,0,0.0
TCB063,104,0,0.0
TCB167,9,0,0.0
TCBA21,2,0,0.0
TCBAE4,4,0,0.0
TCBANZ,978,0,0.0
TCBBAU,22,0,0.0
TCBG82,95,0,0.0
TCBHV8,243,0,0.0
TCBIDT,59,0,0.0
TCBIFX,1,0,0.0
TCBIL7,8,0,0.0
TCBIRJ,10,0,0.0
TCBJL5,3,0,0.0
TCBJLI,5,0,0.0
TCBJYQ,8,0,0.0
TCBLYJ,7,0,0.0
TCBMLV,35,0,0.0
TCBNKR,103,0,0.0
TCBNZS,107,0,0.0
TCBOEW,3,0,0.0
TCBOPS,74,0,0.0
TCBOQQ,98,0,0.0
TCBPMZ,17,0,0.0
TCBRBG,5,0,0.0
TCBSJ2,5,0,0.0
TD0010,1,0,0.0
TD0037,4,0,0.0
TD0066,10,0,0.0
TD0069,109,0,0.0
TD0078,57,0,0.0
TD0106,80,0,0.0
TD0111,59,0,0.0
TD0123,223,0,0.0
TD0135,300,0,0.0
TD0142,106,0,0.0
TD0181,32,0,0.0
TD0182,37,0,0.0
TD0277,140,0,0.0
TD0290,141,0,0.0
TD0306,13,0,0.0
TD0317,283,0,0.0
TD0324,75,0,0.0
TD0341,16,0,0.0
TD0342,49,0,0.0
TD0344,39,0,0.0
TD0358,545,0,0.0
TD0407,105,0,0.0
TD0421,57,0,0.0
TD0472,293,0,0.0
TD0505,5,0,0.0
TD0532,92,0,0.0
TD0567,63,0,0.0
TD0569,52,0,0.0
TD0647,1140,0,0.0
TD0659,210,0,0.0
TD0698,4,0,0.0
TD2861,1,0,0.0
TD3049,1,0,0.0
TD4169,12,0,0.0
TD4347,1054,0,0.0
TD4405,7,0,0.0
TD4616,9,0,0.0
TDC00T,160,0,0.0
TDC00W,327,0,0.0
TDC00X,9,0,0.0
TDC011,284,0,0.0
TDC014,2,0,0.0
TDC01O,180,0,0.0
TDC01Q,590,0,0.0
TDC01U,357,0,0.0
TDC01Y,1034,0,0.0
TDC01Z,980,0,0.0
TDC023,89,0,0.0
TDC024,163,0,0.0
TDC02G,809,0,0.0
TDC047,203,0,0.0
TDC04B,23,0,0.0
TDC04H,430,0,0.0
TDC04J,346,0,0.0
TDC04Q,66,0,0.0
TDC04T,8,0,0.0
TDC04U,25,0,0.0
TDC06P,5,0,0.0
TDC06S,447,0,0.0
TDC087,1,0,0.0
TDC088,13,0,0.0
TDC08C,280,0,0.0
TDC08L,22,0,0.0
TDC091,13,0,0.0
TDC098,208,0,0.0
TDC099,788,0,0.0
TDC09F,1,0,0.0
TDC09G,115,0,0.0
TDC09J,6,0,0.0
TDC0AQ,2,0,0.0
TDC0AZ,8,0,0.0
TDC0B4,1,0,0.0
TDC0BF,213,0,0.0
TDC0BT,14,0,0.0
TDC0DE,144,0,0.0
TDC0DF,1,0,0.0
TDC0F2,3,0,0.0
TDC0FD,96,0,0.0
TDC0G4,18,0,0.0
TDC0G8,15,0,0.0
TDC0GL,13,0,0.0
TDC0GM,12,0,0.0
TDC0GU,368,0,0.0
TDC0GW,13,0,0.0
TDC0H7,26,0,0.0
TDC0I1,1,0,0.0
TDC0I6,32,0,0.0
TDC0IK,2,0,0.0
TDC0IM,30,0,0.0
TDC0IN,398,0,0.0
TDC0IX,82,0,0.0
TDC0J0,492,0,0.0
TDC0J5,408,0,0.0
TDC0JP,15,0,0.0
TDC0K3,11,0,0.0
TDC0KM,10,0,0.0
TDC0KP,1,0,0.0
TDC0MZ,36,0,0.0
TDC0NF,55,0,0.0
TDC0NZ,258,0,0.0
TDC0O9,9,0,0.0
TDC0OP,15,0,0.0
TDC0PH,5,0,0.0
TDC0PZ,5,0,0.0
TDC0Q0,203,0,0.0
TDC0QC,6,0,0.0
TDC0QT,230,0,0.0
TDC0QU,54,0,0.0
TDC0SA,12,0,0.0
TDC0SI,11,0,0.0
TDC0SJ,19,0,0.0
TDC0SP,143,0,0.0
TDC0T2,138,0,0.0
TDC0T5,228,0,0.0
TDC0T8,15,0,0.0
TDC0TJ,167,0,0.0
TDC0VF,309,0,0.0
TDC0X0,21,0,0.0
TDC0X5,17,0,0.0
TDC0XC,39,0,0.0
TDC0YR,240,0,0.0
TDC118,7,0,0.0
TDC11I,2,0,0.0
TDC13Q,87,0,0.0
TDC14T,124,0,0.0
TDC164,59,0,0.0
TDC168,66,0,0.0
TDC16F,60,0,0.0
TDC17Y,1,0,0.0
TDC1FK,84,0,0.0
TDC1GA,1056,0,0.0
TDC1IM,303,0,0.0
TDC1IR,327,0,0.0
TDC1J5,516,0,0.0
TDC1J8,1288,0,0.0
TDC1J9,607,0,0.0
TDC1KC,209,0,0.0
TDC1KD,135,0,0.0
TDC1KH,890,0,0.0
TDC1KP,260,0,0.0
TDC1KW,577,0,0.0
TDC1KY,674,0,0.0
TDC1NE,1313,0,0.0
TDC1NS,59,0,0.0
TDC1NV,1107,0,0.0
TDC1NX,619,0,0.0
TDC1O0,45,0,0.0
TDC1O6,23,0,0.0
TDC1OB,22,0,0.0
TDC1OG,24,0,0.0
TDC1OQ,21,0,0.0
TDC1P2,116,0,0.0
TDC213,59,0,0.0
TDC21L,71,0,0.0
TDC26R,34,0,0.0
TDC27R,62,0,0.0
TDC29X,115,0,0.0
TDC2AZ,45,0,0.0
TDC31X,11,0,0.0
TDC337,5,0,0.0
TDC346,19,0,0.0
TDC40A,8,0,0.0
TDC41P,65,0,0.0
TDC423,29,0,0.0
TDC42B,10,0,0.0
TDC502,1,0,0.0
TDC520,214,0,0.0
TDC534,1,0,0.0
TDC543,1,0,0.0
TDC549,1,0,0.0
TDC569,1,0,0.0
TDC71F,37,0,0.0
TDC807,184,0,0.0
TDC80C,49,0,0.0
TDC80N,1,0,0.0
TDC80T,14,0,0.0
TDC80X,3,0,0.0
TDC81P,1,0,0.0
TDC821,7,0,0.0
TDC82Q,20,0,0.0
TDC82U,1,0,0.0
TDC834,1,0,0.0
TDC839,9,0,0.0
TDC84F,15,0,0.0
TDC84S,2,0,0.0
TDC857,12,0,0.0
TDC85B,1,0,0.0
TDC85D,9,0,0.0
TDC865,2,0,0.0
TDC868,24,0,0.0
TDC875,7,0,0.0
TDC87R,95,0,0.0
TDC881,4,0,0.0
TDC88O,1,0,0.0
TDC88X,21,0,0.0
TDC89P,13,0,0.0
TDC89Y,2,0,0.0
TDC8BD,66,0,0.0
TDC8CG,11,0,0.0
TDC8E8,3,0,0.0
TDC8EY,24,0,0.0
TDC8HO,18,0,0.0
TDC8I0,1,0,0.0
TDC9RK,262,0,0.0
TDC9RR,25,0,0.0
TDC9SP,9,0,0.0
TDC9TS,10,0,0.0
TDC9TY,8,0,0.0
TDC9U1,21,0,0.0
TDC9U6,67,0,0.0
TDC9V3,6,0,0.0
TDC9VS,15,0,0.0
TDC9WF,1,0,0.0
TDC9WL,59,0,0.0
TDC9X2,9,0,0.0
TDC9XP,2,0,0.0
TDC9Y1,2,0,0.0
TDC9Y8,38,0,0.0
TDC9YI,126,0,0.0
TDC9YL,7,0,0.0
TDC9YW,5,0,0.0
TDC9Z1,12,0,0.0
TDC9ZM,1,0,0.0
TDCA04,2,0,0.0
TDCA0I,17,0,0.0
TDCA0R,4,0,0.0
TDCA14,1,0,0.0
TDCA16,2,0,0.0
TDCA1A,9,0,0.0
TDCA1G,6,0,0.0
TDCA28,115,0,0.0
TDCA2A,1,0,0.0
TDCA2E,18,0,0.0
TDCA2P,23,0,0.0
TDCA2S,1,0,0.0
TDCA3F,14,0,0.0
TDCA3L,33,0,0.0
TDCA3M,15,0,0.0
TDCA4G,14,0,0.0
TDCA4M,62,0,0.0
TDCA4S,73,0,0.0
TDCA5H,15,0,0.0
TDCA5J,7,0,0.0
TDCA64,1,0,0.0
TDCA65,6,0,0.0
TDCA76,47,0,0.0
TDCA7E,5,0,0.0
TDCA7F,1,0,0.0
TDCA7K,1,0,0.0
TDCA7L,25,0,0.0
TDCA82,18,0,0.0
TDCA83,69,0,0.0
TDCA8C,51,0,0.0
TDCA8E,11,0,0.0
TDCA9I,5,0,0.0
TDCA9M,1,0,0.0
TDCA9N,8,0,0.0
TDCAA7,64,0,0.0
TDCAAA,1,0,0.0
TDCACG,2,0,0.0
TDCACT,10,0,0.0
TDCACZ,7,0,0.0
TDCAD2,14,0,0.0
TDCADU,3,0,0.0
TDCADZ,16,0,0.0
TDCAEH,21,0,0.0
TDCAEN,1,0,0.0
TDCAET,4,0,0.0
TDCAEX,13,0,0.0
TDCAF5,26,0,0.0
TEF091,25,0,0.0
TEF108,2,0,0.0
TEF131,1,0,0.0
TEF142,23,0,0.0
TEF181,23,0,0.0
TEF203,13,0,0.0
TEFJ34,2,0,0.0
TEVN70,8,0,0.0
TEVNT2,64,0,0.0
TEVNVG,1,0,0.0
TEVNVS,361,0,0.0
TEVNZF,262,0,0.0
TEVOMQ,327,0,0.0
TEVOTB,59,0,0.0
TEVOVX,287,0,0.0
TEVP48,14,0,0.0
TEVRVQ,388,0,0.0
TEVRZU,2,0,0.0
TEVS97,71,0,0.0
TEVSA1,78,0,0.0
TEVSAQ,86,0,0.0
TEVSAU,19,0,0.0
TEVVHG,50,0,0.0
TEVVHL,18,0,0.0
TEVVHT,74,0,0.0
TEVVJW,320,0,0.0
TEVVKG,4,0,0.0
TEVVLM,5,0,0.0
TEVVM1,8,0,0.0
TEVVM3,2,0,0.0
TEVVM6,3,0,0.0
TEVVM7,83,0,0.0
TEVVM8,2,0,0.0
TEVVMX,207,0,0.0
TEVVN8,1,0,0.0
TEVVNK,44,0,0.0
TEVVNW,15,0,0.0
TEVVOE,16,0,0.0
TEVVOI,1,0,0.0
TEVVOV,2,0,0.0
TEVVP7,2,0,0.0
TEVVPK,20,0,0.0
TEVVQ4,10,0,0.0
TEVVQ8,15,0,0.0
TEVVQC,187,0,0.0
TEVVT0,79,0,0.0
TEVVTC,71,0,0.0
TEVVTO,1,0,0.0
TEVVV0,119,0,0.0
TEVVV1,1,0,0.0
TEVVV4,458,0,0.0
TEVVV9,186,0,0.0
TEVVVO,44,0,0.0
TEVYDI,617,0,0.0
TEVYL8,34,0,0.0
TEVYXQ,23,0,0.0
TEVZID,6,0,0.0
TEVZY8,5,0,0.0
TEWA34,32,0,0.0
TEWAA8,16,0,0.0
TEWBFO,216,0,0.0
TEWBIY,13,0,0.0
TEWBJ0,19,0,0.0
TEWBJ1,64,0,0.0
TEWBJ8,5,0,0.0
TEWBJI,67,0,0.0
TEWBP2,187,0,0.0
TEWBPM,164,0,0.0
TEWBPO,131,0,0.0
TEWBPS,1,0,0.0
TEWBQJ,31,0,0.0
TEWBQT,66,0,0.0
TEWBRK,837,0,0.0
TEWBTY,243,0,0.0
TEWDR7,27,0,0.0
TEWEF8,1770,0,0.0
TEWEF9,88,0,0.0
TEWEPY,16,0,0.0
TEWERU,37,0,0.0
TEWERY,27,0,0.0
TEWGR8,28,0,0.0
TEWGVB,15,0,0.0
TEWGVH,14,0,0.0
TEWGXM,55,0,0.0
TEWKLQ,18,0,0.0
TEWLOI,8,0,0.0
TEWLPO,48,0,0.0
TEWLRQ,515,0,0.0
TEWLRU,9,0,0.0
TEWLSU,2,0,0.0
TEWLVK,252,0,0.0
TEWLW3,9,0,0.0
TEWLYB,59,0,0.0
TEWOW7,264,0,0.0
TEWOWF,17,0,0.0
TEWOX7,293,0,0.0
TEWOXR,70,0,0.0
TEWOYI,7,0,0.0
TEWOYJ,299,0,0.0
TEWOYT,12,0,0.0
TEWOYV,1,0,0.0
TEWOYZ,89,0,0.0
TEWP05,7,0,0.0
TEWP22,482,0,0.0
TEWP26,246,0,0.0
TEWP73,7,0,0.0
TEWP74,13,0,0.0
TEWP89,16,0,0.0
TEWP91,96,0,0.0
TEWPDU,2,0,0.0
TEWRGO,143,0,0.0
TEWRJA,5,0,0.0
TEWRKC,10,0,0.0
TEWRKI,40,0,0.0
TEWRO6,12,0,0.0
TEWROD,519,0,0.0
TEWROI,1,0,0.0
TEWTOL,30,0,0.0
TEWTQW,19,0,0.0
TEWTRA,80,0,0.0
TEWTU7,40,0,0.0
TEWTV4,14,0,0.0
TEWTV8,123,0,0.0
TEWTVL,346,0,0.0
TEWTWC,81,0,0.0
TEWTY2,81,0,0.0
TEWTY5,46,0,0.0
TEWTYL,238,0,0.0
TEWTZ9,534,0,0.0
TEWU57,1158,0,0.0
TEXCEK,12,0,0.0
TEXCHQ,28,0,0.0
TEXCI2,16,0,0.0
TEXCJH,54,0,0.0
TEXCK8,18,0,0.0
TEXCL4,102,0,0.0
TEXCLX,38,0,0.0
TEXCMP,474,0,0.0
TEXCMR,14,0,0.0
TEXCMS,124,0,0.0
TEXCMY,35,0,0.0
TEXCN4,90,0,0.0
TEXCRB,11,0,0.0
TEXCRP,139,0,0.0
TEXCSY,26,0,0.0
TEXCT4,27,0,0.0
TEXCTS,395,0,0.0
TEXCU9,412,0,0.0
TEXF61,11,0,0.0
TEXFB9,172,0,0.0
TEXFBB,94,0,0.0
TEXFC5,116,0,0.0
TEXFDS,39,0,0.0
TEXFEJ,54,0,0.0
TEXFER,5,0,0.0
TEXFEW,5,0,0.0
TEXFJ2,235,0,0.0
TEXFJG,137,0,0.0
TEXFJR,11,0,0.0
TEXHMP,8713,0,0.0
TEXHPI,1,0,0.0
TEXHPU,39,0,0.0
TEXHRJ,68,0,0.0
TEXHRS,63,0,0.0
TEXHSA,136,0,0.0
TEXHTJ,116,0,0.0
TEXHUS,11,0,0.0
TEXHWC,12,0,0.0
TEXHWR,711,0,0.0
TEXHWY,59,0,0.0
TEXHX8,79,0,0.0
TEXHXC,10,0,0.0
TEXK90,8,0,0.0
TEXKBS,1,0,0.0
TEXKBT,28,0,0.0
TEXKCC,26,0,0.0
TEXKCQ,34,0,0.0
TEXKCR,1,0,0.0
TEXKCV,191,0,0.0
TEXKEW,17,0,0.0
TEXKG9,670,0,0.0
TEXKGG,267,0,0.0
TEXKI7,131,0,0.0
TEXKIE,262,0,0.0
TEXKL8,117,0,0.0
TEXKLA,579,0,0.0
TEXKLJ,395,0,0.0
TEXKLM,76,0,0.0
TEXKM7,110,0,0.0
TEXKQZ,26,0,0.0
TEXKS8,22,0,0.0
TEXKSA,496,0,0.0
TEXKSC,96,0,0.0
TEXMZ7,95,0,0.0
TEXN09,283,0,0.0
TEXNAM,109,0,0.0
TEXNAT,13,0,0.0
TEXNB3,42,0,0.0
