CD_CLIENTE,cluster,RECOMENDACOES
T50320,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS USUARIO RETAGUARDA WT"
T50442,1,"CDU CORP TOTVS CONSTRUCAO RB2, CDU CORP ADIC MNT ATIVOS PARC, CDU CORPORATIVO RB1"
T46341,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T52473,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
T53489,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, CDU CORP ADIC MNT ATIVOS PARC"
T55302,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T52637,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53699,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
T50456,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53615,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T55328,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T52843,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT COMPRAS E SUPRIM TRAD, CDU CORP ADIC MNT ATIVOS PARC"
T53763,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T53698,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T45722,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T50702,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T53707,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
T40217,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T46740,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T47593,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T54071,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T49600,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53755,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
T54102,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T50413,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T53664,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T55539,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T55554,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T54284,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T55602,1,"TOTVS TEC USER, CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD"
T54319,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T55622,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS USUARIO RETAGUARDA WT"
T53779,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T55737,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T54053,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T51367,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T55970,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, SMS FULL TOTVS TRAD"
T54318,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56018,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT COMPRAS E SUPRIM TRAD, CDU CORP ADIC MNT ATIVOS PARC"
T54337,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56033,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53365,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T54402,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T53023,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56137,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T53403,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T49499,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T51140,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T51811,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T51294,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53563,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T49575,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T49368,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T56241,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, SMS TOTVS TEC USER"
T47490,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T52184,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T54151,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54430,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56291,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53733,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T52361,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T54187,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53360,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T56307,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T52432,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54216,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T56361,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T41387,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T56396,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T54282,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T28644,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53544,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57095,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T54623,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T57154,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54649,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T57157,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T49803,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T54744,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T57160,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T54769,5,"ALMOXARIFADO E ESTOQUE, FATURA HOTEL, FISCAL FLEXX"
T57165,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T55956,5,"HIGS - INTEGRACOES, FRONT-OFFICE - FULL LOCACO, TELEFONIA E TARIFACAO"
T54556,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T53716,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57177,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T50630,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T45308,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57306,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T55031,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T53435,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57410,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T57558,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T56440,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T53501,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T54086,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53381,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T49737,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T57598,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57702,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
T56590,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T53547,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T50460,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T57156,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57766,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54280,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57211,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T55665,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT COMPRAS E SUPRIM TRAD, CDU CORP ADIC MNT ATIVOS PARC"
T53742,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T57883,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
T57215,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57936,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T50477,5,"ALMOXARIFADO E ESTOQUE, VHF - PMS HOSPITALIDADE, EMISSOR FISCAL NFC-E"
T58144,5,"FATURA HOTEL, VHF - PMS HOSPITALIDADE, EMISSOR FISCAL NFC-E"
T54313,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T58219,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T58228,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
T57320,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T55024,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T53719,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T58470,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T57362,1,"CDU CORP TOTVS CONSTRUCAO RB2, CDU CORP ADIC MNT ATIVOS PARC, CDU CORPORATIVO RB1"
T55103,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T53735,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T58490,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57392,1,"SMS TOTVS TEC USER, TOTVS TEC USER, CDU CORP TOTVS CONSTRUCAO RB2"
T53741,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56447,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T51145,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54085,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T58706,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
T57479,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T55216,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T45427,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53780,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
T57062,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T59082,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57506,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T59103,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
T57546,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T54374,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T59297,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T46332,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T55238,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T49652,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T57205,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T46452,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T55270,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T57253,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T59328,1,"CDU CORP TOTVS CONSTRUCAO RB2, CDU CORP ADIC MNT ATIVOS PARC, CDU CORPORATIVO RB1"
T59700,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T59746,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T50242,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T58044,1,"SMS FULL TOTVS TRAD, CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD"
T59826,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T58122,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T57338,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T60147,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T52521,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T58124,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T54397,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T55212,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T60171,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T58138,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T60309,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T58203,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS USUARIO RETAGUARDA WT"
T60311,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
T56348,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T58234,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T60327,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
T58447,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T55754,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
T58645,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T57551,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T58720,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T52372,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57693,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T60392,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T59077,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T60400,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T60517,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
T55377,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T50741,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T60571,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56606,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
T57089,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T59901,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T60617,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
T60204,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T52484,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T60230,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T60699,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T56419,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T55117,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T60716,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS USUARIO RETAGUARDA WT"
T56562,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT FINANCEIRO TRAD, SMS LGT COMPRAS E SUPRIM TRAD"
T60750,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T51994,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T56626,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
T60841,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
T49107,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
T57514,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T60458,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T53762,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T57161,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T60994,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
T53815,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T60480,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
T61126,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T60502,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T59920,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T46371,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
T35768,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
