CD_CLIENTE,cluster,cluster_label
99958,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00053,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
99069,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T00336,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00018,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
99999,4,"Receita Médio, Satisfação Médio, Aquisição Médio"
T00145,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00082,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T00673,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
CARAMU,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00245,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00151,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00255,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01085,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00361,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00538,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00292,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00686,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00546,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00631,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00390,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01104,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T00931,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00737,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00788,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01127,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00953,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T01134,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01008,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T00971,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T00831,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01384,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01254,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01060,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01259,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T01436,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T01173,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01352,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01502,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01205,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01351,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01356,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01346,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01526,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01440,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
T01637,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01487,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01690,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T01667,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01702,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01726,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01759,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01670,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01531,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01567,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01872,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01743,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01877,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01695,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01773,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02069,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T01724,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01846,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01777,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02072,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02076,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T01744,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01901,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02235,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02250,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02084,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02145,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02029,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
T02282,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T01899,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02382,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02266,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02424,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02421,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T02312,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02434,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02202,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02542,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02413,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02500,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02571,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02519,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T02345,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02262,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02523,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02655,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02610,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T02684,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02436,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T02724,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02727,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02776,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02810,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02553,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T02817,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02725,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02860,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02963,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03000,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
T02894,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02904,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03061,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T03062,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02895,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T02984,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03013,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03085,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T02855,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03108,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03067,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03120,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03360,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03193,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03367,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03201,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03133,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03268,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03459,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03491,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03211,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03306,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03439,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03231,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T03213,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03456,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03116,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03510,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03314,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03585,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03356,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03485,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03309,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03063,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03524,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03372,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03558,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03607,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03378,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03644,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03415,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03455,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03718,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T03450,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03799,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03436,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03752,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T03154,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03967,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03960,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03638,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04028,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03650,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T03198,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04083,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03673,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03386,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04205,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03969,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03655,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T03315,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04247,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04065,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T03993,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T03581,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T03546,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04281,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T03753,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04389,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04396,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04251,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04132,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04036,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04411,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04305,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04586,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04366,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T03882,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04610,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04398,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04367,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04736,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04819,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04491,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04851,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04859,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04325,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04467,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04870,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05034,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T04488,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T04404,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04697,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05045,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04630,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05051,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05114,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05077,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05174,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04802,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05279,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04867,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T04994,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05395,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05154,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05563,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05615,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05049,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05273,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05690,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04876,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T04506,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05691,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05238,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05248,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05720,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05512,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05353,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05748,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05762,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T04786,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05618,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05808,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05513,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05816,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05409,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05830,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05879,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T05797,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05995,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05251,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05723,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05997,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T06008,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05787,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06016,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05914,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06096,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05821,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05948,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05953,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05303,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06253,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05519,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06131,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05967,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06336,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05704,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06178,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05606,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06187,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T05661,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06358,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06376,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05793,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06200,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06381,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06435,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06209,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06148,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06449,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05958,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T06475,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06486,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06468,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06425,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06542,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05435,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05809,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05500,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T05375,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06552,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06574,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06638,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06680,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T05357,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06682,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06375,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06198,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06816,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06684,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07049,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06341,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06244,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06914,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06610,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06619,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07157,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06661,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07061,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06525,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06575,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06961,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06654,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07145,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07389,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07396,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07244,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06925,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07073,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T07422,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06937,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07499,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T05621,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07300,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07413,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T06583,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T07372,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06883,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07457,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07472,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07402,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07504,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07483,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T06888,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07542,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07544,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T07621,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07272,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07543,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07562,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07651,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07446,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07614,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07678,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07602,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07682,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07296,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07742,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T07174,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07537,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07748,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07781,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07578,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07888,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T07589,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07890,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07800,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07784,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07814,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07826,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07885,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08085,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07884,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07665,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08115,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07903,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07684,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08203,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08223,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08257,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07673,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07616,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07650,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07762,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08138,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08292,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07726,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07947,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08298,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T07849,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08365,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T08043,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08111,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08391,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08368,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08492,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08810,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07984,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08881,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08451,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08886,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07912,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08855,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08245,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08909,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T07880,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08225,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08976,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T06731,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09057,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T08322,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08539,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T09104,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T09092,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09163,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08807,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09128,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T09129,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09170,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09188,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09269,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09190,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08822,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T08946,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T09440,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09068,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08406,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09481,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09514,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09590,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T08938,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09408,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09401,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T07677,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T07810,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
T09466,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09665,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T09444,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09755,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
T09502,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09800,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
T09860,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
T09168,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
