CD_CLIENTE,cluster,cluster_label
TDC118,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0567,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4979,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBBAU,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC164,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0569,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB2482,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBHVX,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2500,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC17Y,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBIL7,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4287,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBLNR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2603,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC011,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB5461,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBLO0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5814,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4421,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC01I,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB0789,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB4910,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4442,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC01U,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAIH6,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBRBG,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2075,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2985,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0010,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4358,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB6218,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4577,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAOQO,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB4603,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4992,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC1GA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4649,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4659,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6627,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAQDH,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0344,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAQT1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6670,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB1645,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5391,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC1J5,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC04Q,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAQT3,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB3191,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1J8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC07A,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0421,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2395,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0AQ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAQU6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0512,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0BF,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0532,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB2496,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TA3893,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDC0GU,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAQWQ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB0930,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4764,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC1KC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5152,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD3049,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4901,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1KD,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2021,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCARLC,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC1KW,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB5330,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCASHA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC01Q,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC1NV,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2329,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAWUC,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCADJM,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB5735,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC213,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TCAWV5,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2397,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC520,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5041,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3336,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC71F,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6709,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3887,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3756,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAKMJ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TAACCX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC823,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC84S,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC865,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3522,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB6685,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC8H2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0TJ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBEV8,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6687,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC9YL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCA4M,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC14T,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC4388,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAW21,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA5F,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC5093,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC2857,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCAAA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5665,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC7605,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCACM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4142,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4061,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCAD2,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCA498,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCADW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAGBP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC04J,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBG82,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCAEE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1IR,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAGZU,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0FD,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4138,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB0764,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAFJN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC7C,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAL80,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4155,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCALYY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCAK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCANUZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBMMC,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAMSQ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB1918,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCBI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC2394,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBOEW,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4090,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB0594,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TCAQT4,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2139,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB5740,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCDF,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCARW8,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBPMZ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB6173,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCOZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0K3,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB3188,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6054,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCTJ,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TD0240,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCD7Z,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1J9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0277,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB1041,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDDX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCBJA3,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC00W,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0QC,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TAAIA0,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC0SA,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBNZS,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC0199,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCDQJ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCA523,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1KH,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBNKR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0037,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2429,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCE5J,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4483,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0069,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCE6O,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC135,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2492,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCE9X,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCANA8,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC1KP,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBRJB,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBS20,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB2542,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEAP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAPIM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0111,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TD0181,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB4628,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TD0133,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4727,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0106,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCECY,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TCATCY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1NX,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEEJ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCABXN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0659,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCEFK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC337,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD3499,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAWRC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2461,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEHI,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TCAYBT,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC536,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TD0631,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC3843,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEWY,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCBIDT,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC80N,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC5681,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCF5R,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC85B,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC7935,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFD1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC89Y,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0675,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB4886,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB5656,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFF9,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC8HE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3213,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAMQG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFI4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC9VM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TAAJU1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFSS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1IM,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAXST,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAE51,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFUC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC9YW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFXM,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TD0135,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC9ZX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3711,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0078,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCFZN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0505,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA2Z,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCFZR,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TCBCPR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4355,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCAIVC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6365,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG03,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD2587,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCC35,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0IX,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB3832,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0CA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG26,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD2861,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC3E,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC0J0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0F2,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG39,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCA1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2097,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCG5D,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCBL,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0MZ,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC26R,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4508,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCANCE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG5Q,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGC1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCD9,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0J5,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGDG,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCU4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC85L,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGEI,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCCYD,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC9SB,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TB2643,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGJ9,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCD1A,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC9U1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCARW7,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGLS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD2X,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3508,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6029,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC9VR,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0066,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB5155,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCD4U,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC9VX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGLV,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCD5I,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC098,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC9YI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGNY,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCD5W,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1GZ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB6074,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA1D,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC024,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB4815,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCGTP,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDE6,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCA1G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0QT,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCGYV,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDGD,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA4G,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6273,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCH5F,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDNA,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCA4S,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDC13Q,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCH6F,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCDXZ,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCA76,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB6386,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCH7C,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDCE80,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TB3714,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCA7K,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB3935,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCB167,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCH8H,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCA9M,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC0DW,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHDH,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCEI6,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TB3789,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC27,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHDN,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCELY,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCC2F,5,"Receita Baixo, Satisfação Alto, Aquisição Baixo"
TDC0DX,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4395,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCHE1,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0IY,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TB3891,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCB0,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TD0679,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TEF163,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCET1,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCI9,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC00T,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0GM,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1FK,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC0975,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEVNZF,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCEWE,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCIZ,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0IK,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC2130,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCEXF,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB2434,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC1KY,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TC7343,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCJO,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDC0IM,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEVOMQ,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCF6I,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4075,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC8325,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCMN,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB4591,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEVOVX,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCFKS,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TC9008,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCQ6,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDCFQ4,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDC32O,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TCA303,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCRD,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TB2891,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TCAENG,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEVP67,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TDC502,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCUC,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCG1V,1,"Receita Médio, Satisfação Baixo, Aquisição Médio"
TCAAT5,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TDCCVP,0,"Receita Baixo, Satisfação Baixo, Aquisição Baixo"
TEVSA1,2,"Receita Alto, Satisfação Alto, Aquisição Alto"
TDCG8R,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TDCCWI,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
TB5562,3,"Receita Alto, Satisfação Médio, Aquisição Alto"
